#Latest: Time (s),#Latest: Temperature (°C),#Latest: Potential (V)
64.5,29.94105955,4.944610596
65,29.97319025,4.825782776
65.5,29.99802117,4.682540894
66,30.0184719,4.460144043
66.5,30.04915095,4.386520386
67,30.06522236,4.350090027
67.5,30.09736814,3.890991211
68,30.12074938,3.410720825
68.5,30.15582521,2.94342041
69,30.18505873,2.679824829
69.5,30.21137176,2.499961853
70,30.24353585,2.269935608
70.5,30.26839272,1.991844177
71,30.29032731,1.916885376
71.5,30.31372633,1.924133301
72,30.33566492,1.969337463
72.5,30.35175446,2.088546753
73,30.38101086,2.273750305
73.5,30.39417739,2.612113953
74,30.4000294,3.23638916
74.5,30.41027077,3.417778015
75,30.40295546,3.608703613
75.5,30.40295546,3.691291809
76,30.39417739,4.196357727
76.5,30.39125143,4.539108276
77,30.38539963,4.696273804
77.5,30.38101086,4.803848267
78,30.36930788,4.908561707
78.5,30.3561427,4.915237427
79,30.3561427,4.867935181
79.5,30.3459036,4.726409912
80,30.34882901,4.609298706
80.5,30.34882901,4.519271851
81,30.35467994,4.234313965
81.5,30.3619938,3.681945801
82,30.36491941,3.430747986
82.5,30.37223358,2.968406677
83,30.37808507,2.84538269
83.5,30.39417739,2.484893799
84,30.38686256,2.165222168
84.5,30.38832551,2.09903717
85,30.39417739,1.957130432
85.5,30.40734462,1.940917969
86,30.40734462,1.952934265
86.5,30.40734462,2.020263672
87,30.41027077,2.13470459
87.5,30.40295546,2.348327637
88,30.41319695,2.690505981
88.5,30.42636522,3.221702576
89,30.44246074,3.54347229
89.5,30.4629475,3.80897522
90,30.49221733,4.225540161
90.5,30.52441829,4.594039917
91,30.55223173,4.693412781
91.5,30.57272794,4.765319824
92,30.58883336,4.882621765
92.5,30.60054709,4.914093018
93,30.59469015,4.878807068
93.5,30.58590502,4.828643799
94,30.57858433,4.649353027
94.5,30.58444087,4.367446899
95,30.57858433,4.017448425
95.5,30.58151258,4.011154175
96,30.59176174,3.60584259
96.5,30.60786847,3.219413757
97,30.62104753,2.78968811
97.5,30.63276288,2.394866943
98,30.64887244,2.321434021
98.5,30.66498313,2.045059204
99,30.68109495,1.936531067
99.5,30.6972079,1.973152161
100,30.71771692,2.0362854
100.5,30.74848392,2.147293091
101,30.77192824,2.46887207
101.5,30.78218589,2.895927429
102,30.80709929,3.16619873
102.5,30.82028985,3.235626221
103,30.82761828,3.590774536
103.5,30.82028985,3.87134552
104,30.81735855,4.263687134
104.5,30.80709929,4.31060791
105,30.79830601,4.523277283
105.5,30.76899756,4.718780518
106,30.75874051,4.89025116
106.5,30.73383245,4.914093018
107,30.72650707,4.915809631
107.5,30.71039206,4.757118225
108,30.70746218,4.607200623
108.5,30.69134851,4.51965332
109,30.68109495,4.276657104
109.5,30.6664478,4.039764404
110,30.65180158,3.721427917
110.5,30.63715628,3.440475464
111,30.63276288,3.343200684
111.5,30.60493989,2.860069275
112,30.5976186,2.676963806
112.5,30.58590502,2.298355103
113,30.57272794,2.217674255
113.5,30.5595516,2.042579651
114,30.54930385,1.959991455
114.5,30.546376,1.939201355
115,30.54344819,1.957893372
115.5,30.54052041,2.067184448
116,30.55662363,2.292251587
116.5,30.55662363,2.654838562
117,30.5595516,2.666091919
117.5,30.56247961,3.102111816
118,30.5595516,3.576087952
118.5,30.57126387,4.173660278
119,30.57565612,4.219818115
119.5,30.60054709,4.424858093
120,30.62690513,4.570198059
120.5,30.65912457,4.802322388
121,30.68548928,4.926681519
121.5,30.72064693,4.925727844
122,30.74262322,4.898643494
122.5,30.76167105,4.870986938
123,30.77485895,4.70790863
123.5,30.77925509,4.716491699
124,30.7777897,4.548072815
124.5,30.78218589,4.156494141
125,30.78511674,3.882217407
125.5,30.7777897,3.847122192
126,30.76899756,3.53717804
126.5,30.76899756,3.074073792
127,30.76606693,2.66456604
127.5,30.75874051,2.68573761
128,30.75874051,2.450942993
128.5,30.74994912,2.192115784
129,30.74848392,2.028846741
129.5,30.74994912,2.040481567
130,30.74262322,1.946258545
130.5,30.73676267,1.921463013
131,30.73676267,2.028846741
131.5,30.73969292,2.050590515
132,30.73676267,2.317428589
132.5,30.73676267,2.662277222
133,30.74994912,2.951622009
133.5,30.76167105,2.983474731
134,30.76167105,3.364562988
134.5,30.76899756,3.803443909
135,30.78218589,4.167366028
135.5,30.80123706,4.353713989
136,30.81442728,4.503631592
136.5,30.83934426,4.794311523
137,30.86572999,4.913520813
137.5,30.88478829,4.930305481
138,30.92290984,4.803466797
138.5,30.95517172,4.616355896
139,30.99183873,4.315185547
139.5,31.04611732,4.308509827
140,31.09160456,3.574371338
140.5,31.13710153,2.980995178
141,31.18407645,2.900123596
141.5,31.23399887,2.656555176
142,31.27218295,2.130889893
142.5,31.31331219,1.972579956
143,31.35004172,1.903533936
143.5,31.38530832,1.915359497
144,31.40147424,2.132225037
144.5,31.42793036,2.388191223
145,31.44409971,2.490234375
145.5,31.4529199,2.41355896
146,31.45733015,2.394294739
146.5,31.44409971,3.223991394
147,31.44262971,3.252410889
147.5,31.42352076,3.283882141
148,31.41029256,3.757858276
148.5,31.39412593,4.203414917
149,31.37208262,4.507446289
149.5,31.35298037,4.653167725
150,31.33387991,4.72946167
150.5,31.31771938,4.870796204
151,31.29715329,4.900169373
151.5,31.28246448,4.91027832
152,31.26630801,4.671669006
152.5,31.25602728,4.463386536
153,31.24868422,3.838729858
153.5,31.24574706,3.510475159
154,31.24868422,3.184890747
154.5,31.25015281,3.047943115
155,31.25309003,2.735137939
155.5,31.25309003,2.278709412
156,31.25162141,2.136421204
156.5,31.25015281,2.00920105
157,31.25015281,2.005004883
157.5,31.24280995,1.922035217
158,31.23693586,1.946640015
158.5,31.23253039,2.03704834
159,31.23693586,2.150726318
159.5,31.23399887,2.557373047
160,31.23399887,2.77671814
160.5,31.22371974,2.966308594
161,31.21784619,3.363800049
161.5,31.21490947,3.775405884
162,31.21637782,4.166603088
162.5,31.23253039,4.344940186
163,31.25309003,4.735183716
163.5,31.27805805,4.769897461
164,31.29862223,4.857444763
164.5,31.31771938,4.922103882
165,31.33681832,4.902839661
165.5,31.36179657,4.788780212
166,31.38530832,4.543304443
166.5,31.42499062,4.20589447
167,31.46321062,4.123878479
167.5,31.50731975,3.682518005
168,31.54996793,3.007507324
168.5,31.5985099,2.666091919
169,31.65000704,2.210426331
169.5,31.70151792,1.964378357
170,31.75009802,2.035522461
170.5,31.79574519,2.015304565
171,31.81636366,2.089881897
171.5,31.83403844,2.436256409
172,31.84729561,2.928733826
172.5,31.83845739,3.590774536
173,31.84434949,3.986930847
173.5,31.82520084,4.529190063
174,31.82225507,4.643821716
174.5,31.81930934,4.793548584
175,31.81930934,4.901504517
175.5,31.81636366,4.9036026
176,31.82667375,4.871368408
176.5,31.82814666,4.787635803
177,31.83109253,4.538345337
177.5,31.82225507,4.407310486
178,31.81930934,4.292488098
178.5,31.81489084,4.064369202
179,31.79721787,3.758239746
179.5,31.78249165,3.698921204
180,31.77071151,3.342819214
180.5,31.74862571,2.812576294
181,31.73831989,2.608680725
181.5,31.72801462,2.2813797
182,31.73095893,2.064323425
182.5,31.74126435,1.96018219
183,31.76334929,1.952934265
183.5,31.79721787,1.952171326
184,31.81930934,1.981544495
184.5,31.84434949,2.186584473
185,31.869393,2.381706238
185.5,31.90622779,2.728462219
186,31.94454376,3.217124939
186.5,31.97697118,3.439903259
187,32.00645564,3.583145142
187.5,32.04479256,4.123497009
188,32.06543888,4.35295105
188.5,32.10083805,4.58316803
189,32.117065,4.776191711
189.5,32.1465723,4.925727844
190,32.17756023,4.911613464
190.5,32.21298161,4.692459106
191,32.23955231,4.130935669
191.5,32.27203305,3.838157654
192,32.30747346,3.48033905
192.5,32.33701264,3.158187866
193,32.36655684,2.655220032
193.5,32.3990613,2.457046509
194,32.42122695,2.298927307
194.5,32.43748358,2.014160156
195,32.44487347,1.943397522
195.5,32.45817608,1.928710938
196,32.45521985,1.969337463
196.5,32.46704505,2.14176178
197,32.47147972,2.312278748
197.5,32.48330605,2.621650696
198,32.49661166,3.186607361
198.5,32.50400411,3.27129364
199,32.50991831,3.577423096
199.5,32.50991831,3.995323181
200,32.50991831,4.218482971
200.5,32.4995686,4.294776917
201,32.48330605,4.499053955
201.5,32.47147972,4.801750183
202,32.45817608,4.825210571
202.5,32.44191748,4.872131348
203,32.42861614,4.923248291
203.5,32.40792722,4.873847961
204,32.3961061,4.791259766
204.5,32.38871831,4.641914368
205,32.37394368,4.502105713
205.5,32.3606476,4.512405396
206,32.35030691,4.246139526
206.5,32.35326133,3.852462769
207,32.33701264,3.735160828
207.5,32.33701264,3.294754028
208,32.33405849,2.936172485
208.5,32.33405849,2.810668945
209,32.33701264,2.486991882
209.5,32.34735254,2.235984802
210,32.3562158,2.011108398
210.5,32.37098891,1.97467804
211,32.39019584,1.930809021
211.5,32.40644953,1.938247681
212,32.4315719,1.921081543
212.5,32.44487347,2.204322815
213,32.45226368,2.439498901
213.5,32.46113235,2.884674072
214,32.46408868,3.374290466
214.5,32.48330605,3.583145142
215,32.4995686,4.034996033
215.5,32.52174732,4.178237915
216,32.55132348,4.337882996
216.5,32.57202988,4.898452759
217,32.60161489,4.906463623
217.5,32.62676626,4.926681519
218,32.65340127,4.886054993
218.5,32.67856048,4.913139343
219,32.69484201,4.755020142
219.5,32.69780246,4.531288147
220,32.70816445,4.325294495
220.5,32.7185271,3.919410706
221,32.72444891,3.468513489
221.5,32.74813827,3.149414063
222,32.75998423,2.895927429
222.5,32.79552728,2.499389648
223,32.80589546,2.244377136
223.5,32.83552249,2.231407166
224,32.84885642,2.067756653
224.5,32.86811848,1.895141602
225,32.87700944,1.92565918
225.5,32.89775693,2.010345459
226,32.91702485,2.20375061
226.5,32.94222487,2.445793152
227,32.9526025,2.593612671
227.5,32.97187704,2.94342041
228,32.97632534,3.444671631
228.5,32.97780814,3.515815735
229,32.99115392,3.707313538
229.5,33.01488253,4.182052612
230,33.02081524,4.309844971
230.5,33.03713133,4.533004761
231,33.04158147,4.746627808
231.5,33.05789972,4.89025116
232,33.07421967,4.945373535
232.5,33.10241266,4.894256592
233,33.11576901,4.802703857
233.5,33.13506354,4.753684998
234,33.15732943,4.436302185
234.5,33.17811382,4.174041748
235,33.1974161,4.141426086
235.5,33.2167208,3.734397888
236,33.24048375,3.283882141
236.5,33.26127935,3.092956543
237,33.28653495,2.679824829
237.5,33.30882277,2.150917053
238,33.33557247,2.100753784
238.5,33.34151749,1.986885071
239,33.35786749,1.919555664
239.5,33.37124608,1.971054077
240,33.36529989,2.140617371
240.5,33.35638105,2.396011353
241,33.32665538,2.988624573
241.5,33.30585087,2.649879456
242,33.28059208,3.001976013
242.5,33.24048375,3.444671631
243,33.21820587,3.204154968
243.5,33.18108324,3.16734314
244,33.15881394,3.64151001
244.5,33.12912651,3.785896301
245,33.09647687,4.357528687
245.5,33.07273596,4.56867218
246,33.04158147,4.546737671
246.5,33.02081524,4.634857178
247,33.00450082,4.907226563
247.5,32.99115392,4.925727844
248,32.99263685,4.865837097
248.5,33.00450082,4.648971558
249,33.02674817,4.301452637
249.5,33.06086686,3.8646698
250,33.09944474,3.230285645
250.5,33.13803214,2.801704407
251,33.18108324,2.730560303
251.5,33.21078063,2.247810364
252,33.24493971,2.042579651
252.5,33.27316382,1.958847046
253,33.29693553,1.908683777
253.5,33.31625277,1.968765259
254,33.33260005,2.053070068
254.5,33.34151749,2.298545837
255,33.3459764,2.654457092
255.5,33.35192183,2.857589722
256,33.35935394,3.140449524
256.5,33.35786749,3.708457947
257,33.35489463,3.819084167
257.5,33.3459764,4.054641724
258,33.33557247,4.417800903
258.5,33.32814152,4.508209229
259,33.31030874,4.673576355
259.5,33.29396386,4.873085022
260,33.28059208,4.926109314
260.5,33.27019261,4.921913147
261,33.26127935,4.816436768
261.5,33.2508812,4.669189453
262,33.24791042,4.532241821
262.5,33.24791042,4.213905334
263,33.2508812,3.805923462
263.5,33.24791042,3.688621521
264,33.25385202,3.274154663
264.5,33.24791042,2.730178833
265,33.26425038,2.563095093
265.5,33.26276486,2.297210693
266,33.28059208,1.963043213
266.5,33.28950647,1.923179626
267,33.31328073,1.919937134
267.5,33.32962768,1.885986328
268,33.34894909,1.897621155
268.5,33.37570587,1.937866211
269,33.3905728,2.319908142
269.5,33.41138896,2.697944641
270,33.42328521,2.814674377
270.5,33.42328521,3.142738342
271,33.42477231,3.693389893
271.5,33.42477231,3.805923462
272,33.42031106,3.870582581
272.5,33.41138896,4.187965393
273,33.40841505,4.372215271
273.5,33.39800681,4.559707642
274,33.39503316,4.79221344
274.5,33.38165246,4.906845093
275,33.38462585,4.927444458
275.5,33.39503316,4.911994934
276,33.40692811,4.814910889
276.5,33.43072084,4.662513733
277,33.46344201,4.388999939
277.5,33.49914602,4.09412384
278,33.54229981,3.628540039
278.5,33.57504557,2.785491943
279,33.60779862,1.965904236
279.5,33.63311279,1.826477051
280,33.68226461,2.367591858
280.5,33.7552783,3.672409058
281,33.84622466,4.821968079
281.5,33.9521534,4.845237732
282,34.07011152,3.924560547
282.5,34.19564532,2.695846558
283,34.31979773,1.889801025
283.5,34.44406429,2.724266052
284,34.55045654,4.236984253
284.5,34.64643302,4.761695862
285,34.74848546,4.947090149
285.5,34.8521212,4.011154175
286,34.94832231,2.970504761
286.5,35.04610153,2.138519287
287,35.1258857,1.827430725
287.5,35.19668058,1.985931396
288,35.25545611,2.692222595
288.5,35.32481732,3.094863892
289,35.37912755,3.400611877
289.5,35.4259142,4.283332825
290,35.46516861,4.836463928
290.5,35.49235224,4.941177368
291,35.50745692,4.788780212
291.5,35.50745692,4.284667969
292,35.49537302,3.743171692
292.5,35.46516861,3.030014038
293,35.43497177,2.327346802
293.5,35.3821455,2.034950256
294,35.34140954,1.924133301
294.5,35.27203891,2.035522461
295,35.22983255,2.311897278
295.5,35.16353751,2.833938599
296,35.11685097,3.823471069
296.5,35.06265631,4.555892944
297,35.01751205,4.831504822
297.5,34.98742489,4.830741882
298,34.96035259,4.473114014
298.5,34.92727209,3.614234924
299,34.90772859,2.91519165
299.5,34.88818809,2.411460876
300,34.88818809,2.019882202
300.5,34.88518213,1.896858215
301,34.90472216,2.183151245
301.5,34.9242652,2.897262573
302,34.94681861,3.842544556
302.5,34.98742489,4.133415222
303,35.02353034,4.719734192
303.5,35.07018194,4.944610596
304,35.11383953,4.69379425
304.5,35.15600623,4.313659668
305,35.18613409,3.582000732
305.5,35.23887555,2.407264709
306,35.27806957,1.916503906
306.5,35.32481732,1.984024048
307,35.35951272,2.673149109
307.5,35.41232911,3.250312805
308,35.46818871,3.838729858
308.5,35.52407427,4.63809967
309,35.57091744,4.943275452
309.5,35.6313875,4.853820801
310,35.69037558,4.338264465
310.5,35.75696175,3.650665283
311,35.8038975,3.035354614
311.5,35.85085217,2.291297913
312,35.8811556,2.035140991
312.5,35.90995121,1.92527771
313,35.90995121,2.330589294
313.5,35.91449855,3.149414063
314,35.90843548,3.633117676
314.5,35.91146697,4.679107666
315,35.90085709,4.866790771
315.5,35.91146697,4.90398407
316,35.90085709,4.885482788
316.5,35.90843548,4.237365723
317,35.90995121,3.680038452
317.5,35.90388838,2.711296082
318,35.90843548,2.496910095
318.5,35.8811556,1.912879944
319,35.84782227,2.011108398
319.5,35.82358586,2.274131775
320,35.79481169,3.287696838
320.5,35.78421247,4.379653931
321,35.76453076,4.552650452
321.5,35.75696175,4.872512817
322,35.73123079,4.938316345
322.5,35.73123079,4.759597778
323,35.71761081,4.19216156
323.5,35.71458436,3.626441956
324,35.72820399,3.059005737
324.5,35.74485236,2.315139771
325,35.76453076,2.032852173
325.5,35.79481169,1.9115448
326,35.81449851,2.180862427
326.5,35.85388216,2.549362183
327,35.87660958,3.080368042
327.5,35.89479473,3.908920288
328,35.88418638,4.406166077
328.5,35.8781249,4.748535156
329,35.86145747,4.945373535
329.5,35.85388216,4.744148254
330,35.84176269,4.113388062
330.5,35.84479244,3.367424011
331,35.84024785,2.654838562
331.5,35.85085217,1.962089539
332,35.86448773,1.874732971
332.5,35.89176368,2.013778687
333,35.93117363,3.16619873
333.5,35.97818008,3.027534485
334,36.0176197,3.571128845
334.5,36.06466168,4.834365845
335,36.10261294,4.961776733
335.5,36.1390581,4.469299316
336,36.17247649,3.669929504
336.5,36.21198375,2.702140808
337,36.25606595,2.097320557
337.5,36.30016553,1.914787292
338,36.342761,2.203369141
338.5,36.39602836,2.77671814
339,36.42952384,3.061485291
339.5,36.47369254,4.149055481
340,36.4965454,4.578208923
340.5,36.5026403,4.933357239
341,36.50416408,4.968452454
341.5,36.48740369,4.857826233
342,36.46607598,4.553031921
342.5,36.43409219,4.173851013
343,36.39907298,3.820991516
343.5,36.35645588,2.919006348
344,36.30929176,2.513313293
344.5,36.26670908,2.212905884
345,36.21806302,1.875114441
345.5,36.18159232,1.956748962
346,36.14209573,2.3021698
346.5,36.10564958,3.078079224
347,36.06921516,3.602027893
347.5,36.03886206,4.21295166
348,36.01155118,4.738998413
348.5,35.98424683,4.899024963
349,35.96453106,4.913139343
349.5,35.95391628,4.558944702
350,35.92510969,4.175376892
350.5,35.90691976,3.283309937
351,35.89782587,2.376365662
351.5,35.8781249,2.0652771
352,35.8781249,1.947593689
352.5,35.8781249,2.048110962
353,35.89479473,2.211761475
353.5,35.9175302,2.877235413
354,35.94481868,3.513336182
354.5,35.97363022,4.059791565
355,36.00396598,4.570579529
355.5,36.02824039,4.846572876
356,36.04796714,4.928398132
356.5,36.07528675,4.622650146
357,36.10109464,4.028701782
357.5,36.14513343,3.390884399
358,36.18159232,2.545928955
358.5,36.22566258,2.046394348
359,36.28647758,1.901435852
359.5,36.32602512,1.962280273
360,36.36254303,2.373886108
360.5,36.38689499,3.267097473
361,36.41734249,3.78704071
361.5,36.44932141,4.457473755
362,36.49349808,4.892349243
362.5,36.54988729,4.929924011
363,36.60020499,4.558944702
363.5,36.66733157,3.809738159
364,36.73449992,3.163146973
364.5,36.81240678,2.458381653
365,36.8766081,1.941680908
365.5,36.94390833,1.863861084
366,37.01125151,2.2397995
366.5,37.08170198,2.864265442
367,37.13227184,3.699302673
367.5,37.1751989,4.361152649
368,37.21660971,4.915809631
368.5,37.25650248,4.955863953
369,37.30101653,4.833221436
369.5,37.32558427,4.487419128
370,37.35783838,3.89881134
370.5,37.37627388,3.365898132
371,37.39624943,2.717208862
371.5,37.4162289,2.213859558
372,37.44236183,1.920318604
372.5,37.45619964,2.020835876
373,37.47465299,2.579498291
373.5,37.46696368,3.388977051
374,37.46696368,3.6485672
374.5,37.46696368,3.991508484
375,37.44697422,4.622650146
375.5,37.43006314,4.68711853
376,37.39317601,4.947853088
376.5,37.35783838,4.892730713
377,37.33172712,4.931259155
377.5,37.30715791,4.420280457
378,37.28412962,3.640937805
378.5,37.27491975,2.899742126
379,37.28105957,2.089118958
379.5,37.31022874,1.86920166
380,37.3409421,2.100372314
380.5,37.37934678,2.95791626
381,37.4116179,3.657341003
381.5,37.44236183,4.12979126
382,37.48080485,4.434585571
382.5,37.5208011,4.956436157
383,37.55157825,4.780578613
383.5,37.57312785,4.312705994
384,37.58698361,3.813171387
384.5,37.60084129,3.292274475
385,37.61624095,2.46295929
385.5,37.63010267,2.207183838
386,37.66091339,1.888847351
386.5,37.68710998,2.675247192
387,37.70252296,3.49445343
387.5,37.72873052,4.377937317
388,37.75494499,4.934501648
388.5,37.81048093,4.900741577
389,37.85678478,4.669189453
389.5,37.89538799,4.0807724
390,37.94173192,3.281784058
390.5,37.96336661,2.145576477
391,37.97573144,1.867485046
391.5,37.97573144,1.882171631
392,37.94945804,2.075576782
392.5,37.93246137,2.605438232
393,37.90156591,3.037643433
393.5,37.87068019,3.892326355
394,37.84289134,4.52003479
394.5,37.80276574,4.668617249
395,37.76574121,4.913520813
395.5,37.72564692,4.900169373
396,37.68402767,4.705619812
396.5,37.66399498,4.236412048
397,37.65320982,3.400993347
397.5,37.66707667,1.96018219
398,37.69481617,1.867103577
398.5,37.75648724,2.00958252
399,37.81973996,2.471923828
399.5,37.89538799,4.020309448
400,37.96954883,4.063034058
400.5,38.05150038,4.742050171
401,38.1257805,4.944992065
401.5,38.20786472,4.940795898
402,38.28226587,4.648590088
402.5,38.3303475,4.162788391
403,38.39552921,3.544998169
403.5,38.44988166,2.583122253
404,38.50892844,2.095794678
404.5,38.57267854,1.898574829
405,38.6255775,2.208518982
405.5,38.67850657,2.696228027
406,38.73458208,3.250694275
406.5,38.79536902,4.008293152
407,38.83747584,4.587745667
407.5,38.879602,4.846191406
408,38.89677007,4.93927002
408.5,38.92799303,4.762077332
409,38.94829369,4.216384888
409.5,38.96547471,3.20892334
410,38.97640978,2.513313293
410.5,39.00922289,2.03704834
411,39.04048452,1.872634888
411.5,39.0748848,2.088737488
412,39.10304024,2.782440186
412.5,39.13746441,3.555297852
413,39.16563945,4.162025452
413.5,39.20165378,4.776763916
414,39.2173167,4.963111877
414.5,39.25021778,4.827690125
415,39.28156344,3.731536865
415.5,39.29567258,3.133010864
416,39.32076104,2.198791504
416.5,39.34115063,1.965522766
417,39.35840702,1.849555969
417.5,39.37880528,1.976776123
418,39.39920824,2.529525757
418.5,39.42275598,3.621673584
419,39.43688764,4.105377197
419.5,39.4431691,4.725646973
420,39.44473954,4.931259155
420.5,39.43060662,4.906463623
421,39.41333613,4.514122009
421.5,39.39606902,4.010772705
422,39.36782102,3.267860413
422.5,39.34742529,2.315330505
423,39.3191928,1.903533936
423.5,39.30194403,1.952934265
424,39.28469861,2.25276947
424.5,39.28940157,2.823638916
425,39.28626624,3.587341309
425.5,39.27529342,4.232788086
426,39.26432196,4.720497131
426.5,39.26745653,4.899787903
427,39.25805316,4.421615601
427.5,39.24708382,3.941726685
428,39.23768261,3.04813385
428.5,39.23141568,3.289222717
429,39.22671577,2.627944946
429.5,39.23611583,1.945304871
430,39.24708382,1.892280579
430.5,39.27529342,2.689552307
431,39.30351196,2.743148804
431.5,39.3537004,3.011512756
432,39.38508261,4.053497314
432.5,39.42275598,4.563140869
433,39.45102157,4.940414429
433.5,39.46829945,4.931259155
434,39.48872315,4.282951355
434.5,39.49186567,3.56388092
435,39.49972249,2.95715332
435.5,39.48243843,2.51083374
436,39.48243843,2.335739136
436.5,39.46515776,1.880455017
437,39.44473954,2.01587677
437.5,39.41333613,2.591514587
438,39.40548702,3.101730347
438.5,39.39920824,4.252052307
439,39.3929299,4.591560364
439.5,39.3897909,4.79221344
440,39.37409757,4.924964905
440.5,39.35526924,4.663276672
441,39.34115063,3.968048096
441.5,39.34742529,3.009033203
442,39.34115063,2.336120605
442.5,39.34742529,1.98097229
443,39.3442879,1.995658875
443.5,39.36154491,2.397346497
444,39.38508261,3.155708313
444.5,39.39606902,4.169845581
445,39.4101964,4.607963562
445.5,39.43374707,4.93221283
446,39.4478805,4.84161377
446.5,39.45102157,4.496192932
447,39.46201619,4.04586792
447.5,39.47929623,3.519058228
448,39.50915159,2.570533752
448.5,39.54373365,2.056121826
449,39.58619397,1.91822052
449.5,39.64913615,2.418708801
450,39.69007301,2.802085876
450.5,39.74521087,3.411865234
451,39.79723025,4.03137207
451.5,39.85559239,4.486083984
452,39.89504875,4.839515686
452.5,39.94242041,4.961776733
453,40.00246228,4.783058167
453.5,40.03724274,3.992843628
454,40.08944019,3.449630737
454.5,40.13692039,2.612113953
455,40.18284333,2.276611328
455.5,40.22879136,1.954650879
456,40.27476457,1.963424683
456.5,40.31917649,2.35748291
457,40.35884998,2.923202515
457.5,40.39377831,3.847503662
458,40.43189869,4.561805725
458.5,40.47003662,4.709243774
459,40.50183168,4.935073853
459.5,40.53682039,4.666519165
460,40.57182398,4.196357727
460.5,40.60684248,3.322410584
461,40.6355051,2.772521973
461.5,40.6769244,2.017974854
462,40.69126674,1.923179626
462.5,40.71198791,1.888084412
463,40.71836471,2.120780945
463.5,40.71836471,2.667427063
464,40.70561161,3.468894959
464.5,40.69445427,4.200172424
465,40.68807934,4.759979248
465.5,40.68807934,4.86125946
466,40.6769244,4.948425293
466.5,40.63869046,4.823303223
467,40.61321109,4.470062256
467.5,40.58296461,4.138374329
468,40.55432032,2.840423584
468.5,40.54795628,2.493286133
469,40.54477444,2.176094055
469.5,40.55750253,1.898193359
470,40.56386731,1.879692078
470.5,40.57978142,2.277565002
471,40.59569861,2.930450439
471.5,40.62117254,3.463935852
472,40.67055084,4.42905426
472.5,40.70879969,4.842948914
473,40.75823105,4.920768738
473.5,40.80928851,4.633903503
474,40.86037815,4.014587402
474.5,40.91629445,3.300666809
475,40.9578574,2.466773987
475.5,40.99304285,2.012062073
476,41.02184243,1.901435852
476.5,41.05385411,2.280807495
477,41.06666237,2.700805664
477.5,41.06666237,3.435516357
478,41.07146599,4.24118042
478.5,41.07787128,4.648208618
479,41.06666237,4.917907715
479.5,41.04905154,4.690933228
480,41.03464556,3.908157349
480.5,41.03944726,2.963829041
481,41.05225322,2.346992493
481.5,41.06346011,1.994895935
482,41.06666237,1.899719238
482.5,41.08427708,2.165985107
483,41.09869201,2.904319763
483.5,41.10670143,3.426551819
484,41.10990542,4.259872437
484.5,41.09869201,4.797172546
485,41.07466857,4.955482483
485.5,41.06025798,4.79850769
486,41.03944726,4.524612427
486.5,41.02184243,3.93447876
487,41.02184243,3.129768372
487.5,41.03144458,2.539634705
488,41.05705598,2.126312256
488.5,41.09548847,1.905632019
489,41.13714457,2.015686035
489.5,41.17240909,2.879333496
490,41.19806584,3.534126282
490.5,41.21410553,3.907012939
491,41.23656655,4.559707642
491.5,41.23977579,4.856681824
492,41.25421897,4.943466187
492.5,41.28953564,4.702568054
493,41.31041202,4.411888123
493.5,41.35378832,3.495597839
494,41.37789661,2.743721008
494.5,41.40844441,2.35748291
495,41.43096094,1.999473572
495.5,41.45509297,1.872062683
496,41.46957577,2.004432678
496.5,41.49371973,2.746009827
497,41.52270235,3.427124023
497.5,41.56780789,4.041671753
498,41.61455195,4.651451111
498.5,41.65809763,4.935836792
499,41.68875559,4.864692688
499.5,41.72749885,4.388999939
500,41.75010808,3.572654724
500.5,41.77433963,2.973937988
501,41.78080267,2.432060242
501.5,41.78080267,2.07157135
502,41.75979979,1.896095276
502.5,41.73234313,2.310562134
503,41.7000537,2.823066711
503.5,41.67423188,3.677940369
504,41.65487118,4.223060608
504.5,41.65487118,4.805183411
505,41.64035384,4.9243927
505.5,41.64357968,4.930305481
506,41.65003177,4.822349548
506.5,41.65487118,4.568099976
507,41.66455093,3.747367859
507.5,41.67423188,2.771568298
508,41.67261831,2.205467224
508.5,41.68552786,1.965904236
509,41.68552786,1.881027222
509.5,41.68552786,2.129745483
510,41.68875559,2.390098572
510.5,41.68875559,2.978515625
511,41.68552786,3.761100769
511.5,41.66132421,4.395294189
512,41.64680566,4.83455658
512.5,41.63712813,4.954719543
513,41.63712813,4.818916321
513.5,41.63712813,4.351234436
514,41.63551533,3.768730164
514.5,41.64680566,3.140449524
515,41.66455093,2.323532104
515.5,41.68230027,1.959991455
516,41.71781121,1.953697205
516.5,41.75656908,2.173233032
517,41.80666026,2.669906616
517.5,41.868107,3.525543213
518,41.94255604,4.197120667
518.5,42.00735351,4.701423645
519,42.08193906,4.939651489
519.5,42.1419852,4.781723022
520,42.20370403,4.00352478
520.5,42.25734312,3.255653381
521,42.3045122,2.745819092
521.5,42.32566662,2.253723145
522,42.33217688,2.090835571
522.5,42.30288519,1.898956299
523,42.27523134,1.913642883
523.5,42.24596192,2.122879028
524,42.18908184,2.739334106
524.5,42.1419852,3.346252441
525,42.09978563,4.03842926
525.5,42.07058435,4.641342163
526,42.05274467,4.882621765
526.5,42.03653042,4.913139343
527,42.03653042,4.773330688
527.5,42.04625855,4.365539551
528,42.05436628,3.665351868
528.5,42.06409671,3.047180176
529,42.08842824,2.355766296
529.5,42.12088247,1.885032654
