#Latest: Time (s),#Latest: Temperature (°C),#Latest: Potential (V)
995.5,53.29428441,2.277946472
996,53.29428441,2.032470703
996.5,53.27667964,2.0860672
997,53.24344293,2.061462402
997.5,53.20827495,2.103805542
998,53.1575199,2.149391174
998.5,53.11851217,2.233505249
999,53.05810948,2.264976501
999.5,52.99777861,2.448272705
1000,52.92974909,2.568626404
1000.5,52.87345058,2.588272095
1001,52.8269057,2.729797363
1001.5,52.77652993,2.858734131
1002,52.74942507,3.023719788
1002.5,52.71266288,3.164482117
1003,52.69139156,3.217315674
1003.5,52.66626413,3.402328491
1004,52.63535495,3.587341309
1004.5,52.60639451,3.723144531
1005,52.56780599,3.909301758
1005.5,52.52924643,3.991508484
1006,52.49456753,4.173278809
1006.5,52.45798736,4.235649109
1007,52.43489747,4.312705994
1007.5,52.41566379,4.3800354
1008,52.38874868,4.514884949
1008.5,52.36376864,4.701805115
1009,52.34456144,4.64553833
1009.5,52.32536138,4.652786255
1010,52.29273763,4.715538025
1010.5,52.26780393,4.860877991
1011,52.23713277,4.90398407
1011.5,52.20839504,4.956817627
1012,52.17393076,5.004882813
1012.5,52.1567072,5.005836487
1013,52.1318388,5.006217957
1013.5,52.11462919,5.007362366
1014,52.09551408,5.005836487
1014.5,52.07258521,4.947471619
1015,52.05157596,4.934883118
1015.5,52.03057517,4.870414734
1016,52.01912376,4.794692993
1016.5,52.00195137,4.604911804
1017,51.98478462,4.403495789
1017.5,51.97715677,4.130172729
1018,51.96381072,3.879737854
1018.5,51.95237396,3.569793701
1019,51.94856226,3.179931641
1019.5,51.95237396,3.227233887
1020,51.94856226,3.186988831
1020.5,51.94284524,2.934646606
1021,51.9276029,2.910614014
1021.5,51.91807869,2.647590637
1022,51.91046058,2.545166016
1022.5,51.89713155,2.440834045
1023,51.88570937,2.214622498
1023.5,51.88380592,2.077293396
1024,51.88380592,1.923370361
1024.5,51.87999922,1.82723999
1025,51.87999922,1.791763306
1025.5,51.88570937,1.776123047
1026,51.88380592,1.797676086
1026.5,51.8761928,1.842880249
1027,51.86287249,1.884651184
1027.5,51.85526242,1.999855042
1028,51.84765344,2.094650269
1028.5,51.83814378,2.227210999
1029,51.82673447,2.430343628
1029.5,51.82103074,2.67906189
1030,51.80392329,2.949523926
1030.5,51.79252142,3.294372559
1031,51.77922237,3.529167175
1031.5,51.76022958,3.92742157
1032,51.75453308,4.186630249
1032.5,51.75453308,4.386901855
1033,51.75073575,4.702568054
1033.5,51.74693871,4.997062683
1034,51.73744729,5.005264282
1034.5,51.7184696,5.007362366
1035,51.70139553,5.006599426
1035.5,51.69570541,4.993247986
1036,51.70518929,4.927825928
1036.5,51.7336512,4.790496826
1037,51.74314193,4.647254944
1037.5,51.76022958,4.453849792
1038,51.77542326,4.260444641
1038.5,51.79252142,3.973007202
1039,51.78872134,3.684043884
1039.5,51.79252142,3.471946716
1040,51.78112203,3.11756134
1040.5,51.76782587,2.863883972
1041,51.76022958,2.475547791
1041.5,51.75453308,2.257728577
1042,51.74314193,2.150726318
1042.5,51.72605985,2.054595947
1043,51.70898332,1.880645752
1043.5,51.68811954,1.818466187
1044,51.66726403,1.779556274
1044.5,51.64452199,1.783370972
1045,51.63315465,1.831626892
1045.5,51.60474703,1.898956299
1046,51.58770981,1.975059509
1046.5,51.566894,2.151489258
1047,51.54419521,2.284240723
1047.5,51.52528701,2.478408813
1048,51.51205529,2.694129944
1048.5,51.49882688,2.942466736
1049,51.48749088,3.106117249
1049.5,51.4799349,3.398132324
1050,51.47426862,3.642272949
1050.5,51.47049144,3.953742981
1051,51.47426862,4.156112671
1051.5,51.47804607,4.340362549
1052,51.47049144,4.562187195
1052.5,51.47426862,4.735565186
1053,51.47804607,4.868507385
1053.5,51.46293788,4.996490479
1054,51.45727342,5.005836487
1054.5,51.45349746,5.004882813
1055,51.44972176,5.005836487
1055.5,51.44972176,5.005264282
1056,51.44972176,4.988479614
1056.5,51.44594632,4.887580872
1057,51.43839627,4.775047302
1057.5,51.43273444,4.56943512
1058,51.41763917,4.352378845
1058.5,51.41575256,4.050636292
1059,51.40443434,3.80859375
1059.5,51.38369053,3.613471985
1060,51.37614934,3.37677002
1060.5,51.37049415,3.058433533
1061,51.35541659,2.872085571
1061.5,51.34599529,2.679443359
1062,51.33280828,2.450942993
1062.5,51.32150773,2.210617065
1063,51.31774142,2.040863037
1063.5,51.3083268,1.900100708
1064,51.29703146,1.826477051
1064.5,51.3007963,1.777076721
1065,51.29326688,1.773262024
1065.5,51.2876205,1.812553406
1066,51.29326688,1.903533936
1066.5,51.29138469,2.001571655
1067,51.2876205,2.103996277
1067.5,51.28385659,2.25276947
1068,51.29138469,2.479362488
1068.5,51.2876205,2.620506287
1069,51.28385659,2.851104736
1069.5,51.28009294,3.17363739
1070,51.27632956,3.566551209
1070.5,51.26692227,3.816413879
1071,51.27068498,4.032897949
1071.5,51.26692227,4.241943359
1072,51.25563571,4.489135742
1072.5,51.24247109,4.754447937
1073,51.23118972,4.949760437
1073.5,51.22554993,4.997825623
1074,51.2217904,5.006217957
1074.5,51.21051341,5.005836487
1075,51.20111774,5.006217957
1075.5,51.19360239,5.005264282
1076,51.19360239,4.981040955
1076.5,51.18045308,4.806518555
1077,51.17669674,4.582023621
1077.5,51.17669674,4.418945313
1078,51.17669674,4.209327698
1078.5,51.16918483,3.984451294
1079,51.16918483,3.713035584
1079.5,51.15228691,3.43170166
1080,51.15228691,3.15990448
1080.5,51.14665546,2.942085266
1081,51.13164116,2.549362183
1081.5,51.1185071,2.379226685
1082,51.1185071,2.14881897
1082.5,51.10725191,1.995658875
1083,51.10162521,1.885604858
1083.5,51.0978744,1.821899414
1084,51.09037357,1.783370972
1084.5,51.08849853,1.780891418
1085,51.08474864,1.828575134
1085.5,51.08099902,1.915740967
1086,51.06975172,2.005767822
1086.5,51.08099902,2.140617371
1087,51.08099902,2.342414856
1087.5,51.08099902,2.544212341
1088,51.06412895,2.672386169
1088.5,51.06975172,2.985572815
1089,51.06225483,3.370475769
1089.5,51.06038077,3.686714172
1090,51.04913781,3.880119324
1090.5,51.04913781,4.011535645
1091,51.03977047,4.314804077
1091.5,51.03227778,4.56905365
1092,51.0191681,4.770469666
1092.5,51.01167829,4.921150208
1093,50.99857365,5.001068115
1093.5,50.99108672,5.005264282
1094,50.9779871,5.005836487
1094.5,50.96114944,5.006980896
1095,50.95366773,4.996871948
1095.5,50.94244712,4.893875122
1096,50.92188209,4.781723022
1096.5,50.92001293,4.585266113
1097,50.91627481,4.455184937
1097.5,50.91627481,4.147338867
1098,50.905062,3.916549683
1098.5,50.90319343,3.648948669
1099,50.89198335,3.314781189
1099.5,50.89571978,3.077316284
1100,50.88824718,2.799606323
1100.5,50.89198335,2.548027039
1101,50.88451127,2.347755432
1101.5,50.88451127,2.169799805
1102,50.87143761,1.977157593
1102.5,50.87517262,1.847457886
1103,50.86396838,1.795005798
1103.5,50.86396838,1.772499084
1104,50.86023415,1.789665222
1104.5,50.85836713,1.859092712
1105,50.85836713,1.979827881
1105.5,50.83783422,2.165603638
1106,50.83036965,2.369117737
1106.5,50.82663775,2.635002136
1107,50.80611692,2.890586853
1107.5,50.79865674,3.123474121
1108,50.77255423,3.397369385
1108.5,50.76882633,3.659057617
1109,50.75205397,3.935813904
1109.5,50.73528681,4.13646698
1110,50.73714957,4.396820068
1110.5,50.73528681,4.560089111
1111,50.72783641,4.788017273
1111.5,50.73528681,4.919052124
1112,50.73528681,5.000686646
1112.5,50.73528681,5.006217957
1113,50.73528681,5.006599426
1113.5,50.73714957,5.006217957
1114,50.74460125,4.997825623
1114.5,50.73714957,4.95967865
1115,50.74460125,4.812240601
1115.5,50.73714957,4.563903809
1116,50.72783641,4.321479797
1116.5,50.73156148,4.08115387
1117,50.7241116,3.884315491
1117.5,50.71480069,3.607940674
1118,50.70362971,3.302192688
1118.5,50.69432232,3.033828735
1119,50.69618367,2.725601196
1119.5,50.69059982,2.473068237
1120,50.68315557,2.359199524
1120.5,50.67943384,2.172470093
1121,50.67571236,1.997756958
1121.5,50.65710879,1.890563965
1122,50.64966915,1.79977417
1122.5,50.63851161,1.769065857
1123,50.63479294,1.795387268
1123.5,50.62921541,1.843261719
1124,50.6217796,1.993942261
1124.5,50.61434481,2.233886719
1125,50.61434481,2.417755127
1125.5,50.60876939,2.569007874
1126,50.5957623,2.897262573
1126.5,50.59204656,3.174972534
1127,50.58090087,3.500747681
1127.5,50.57718615,3.657341003
1128,50.56418663,4.022026062
1128.5,50.55675973,4.124259949
1129,50.55119022,4.456710815
1129.5,50.55119022,4.713439941
1130,50.54376509,4.817199707
1130.5,50.54747753,4.995346069
1131,50.54376509,5.005073547
1131.5,50.54747753,5.007362366
1132,50.54376509,5.006217957
1132.5,50.54747753,4.900741577
1133,50.54005291,4.642295837
1133.5,50.54376509,4.508590698
1134,50.54376509,4.376411438
1134.5,50.54747753,4.022979736
1135,50.55675973,3.680801392
1135.5,50.55304666,3.303146362
1136,50.54747753,2.891921997
1136.5,50.55675973,2.607154846
1137,50.55119022,2.335739136
1137.5,50.55304666,2.226829529
1138,50.55304666,2.114677429
1138.5,50.55675973,1.947402954
1139,50.55675973,1.818084717
1139.5,50.55675973,1.774978638
1140,50.55119022,1.774978638
1140.5,50.54005291,1.847457886
1141,50.55119022,1.985931396
1141.5,50.53448512,2.149772644
1142,50.51221963,2.311897278
1142.5,50.50665469,2.519989014
1143,50.47142324,2.819061279
1143.5,50.45474262,3.122901917
1144,50.4380671,3.433418274
1144.5,50.42139669,3.720664978
1145,50.40843433,3.993225098
1145.5,50.40102865,4.273414612
1146,50.38807114,4.572296143
1146.5,50.38436955,4.710197449
1147,50.37326631,4.870605469
1147.5,50.37326631,4.994773865
1148,50.36771554,5.005455017
1148.5,50.36956573,5.005455017
1149,50.36401534,5.006980896
1149.5,50.36401534,5.005836487
1150,50.36771554,4.993629456
1150.5,50.37326631,4.851150513
1151,50.38436955,4.652404785
1151.5,50.39362398,4.514503479
1152,50.41213755,4.264450073
1152.5,50.41769284,3.963088989
1153,50.4306574,3.676986694
1153.5,50.4306574,3.415679932
1154,50.43436212,3.225135803
1154.5,50.43436212,3.065681458
1155,50.4306574,2.736091614
1155.5,50.42880513,2.421569824
1156,50.41213755,2.156829834
1156.5,50.40473137,1.968383789
1157,50.38066822,1.86958313
1157.5,50.35661568,1.787948608
1158,50.33997013,1.766967773
1158.5,50.3122388,1.787185669
1159,50.29006385,1.848983765
1159.5,50.27528554,1.952552795
1160,50.24758696,2.07862854
1160.5,50.24574089,2.283859253
1161,50.23097453,2.450561523
1161.5,50.22174757,2.674484253
1162,50.21436713,2.909469604
1162.5,50.21805723,3.143119812
1163,50.22174757,3.334999084
1163.5,50.23466574,3.589630127
1164,50.24204892,3.855323792
1164.5,50.24574089,4.116821289
1165,50.24574089,4.316520691
1165.5,50.24204892,4.543304443
1166,50.24204892,4.727745056
1166.5,50.23835721,4.888534546
1167,50.23097453,4.987335205
1167.5,50.21436713,5.006980896
1168,50.22174757,5.005836487
1168.5,50.23466574,5.006980896
1169,50.23466574,5.004119873
1169.5,50.24204892,4.999542236
1170,50.24758696,4.892349243
1170.5,50.24758696,4.75063324
1171,50.24758696,4.584503174
1171.5,50.23835721,4.36706543
1172,50.23835721,4.103660584
1172.5,50.22543817,3.904914856
1173,50.21805723,3.656578064
1173.5,50.20698768,3.385925293
1174,50.18485527,3.086662292
1174.5,50.17747979,2.819061279
1175,50.16088856,2.565956116
1175.5,50.14983053,2.342033386
1176,50.1240371,2.143096924
1176.5,50.10009689,2.000999451
1177,50.07248649,1.874351501
1177.5,50.05960638,1.801681519
1178,50.03569415,1.772117615
1178.5,50.01546881,1.779556274
1179,50.00260201,1.831626892
1179.5,49.99892633,1.908111572
1180,49.9823888,2.067184448
1180.5,49.97504037,2.257347107
1181,49.96769292,2.402305603
1181.5,49.95850999,2.782058716
1182,49.95116474,2.95715332
1182.5,49.92913483,3.193664551
1183,49.91261816,3.750228882
1183.5,49.89610642,3.842926025
1184,49.88143344,4.125595093
1184.5,49.86493099,4.09488678
1185,49.86126445,4.461288452
1185.5,49.86126445,4.796791077
1186,49.86859778,4.956436157
1186.5,49.87226481,5.006599426
1187,49.87776581,5.006599426
1187.5,49.88143344,5.006599426
1188,49.88510132,5.006980896
1188.5,49.88510132,4.9949646
1189,49.88876945,4.883003235
1189.5,49.88876945,4.688835144
1190,49.88510132,4.472732544
1190.5,49.86493099,4.411125183
1191,49.84843345,4.190444946
1191.5,49.83194081,3.893089294
1192,49.82461232,3.486061096
1192.5,49.8136214,3.192138672
1193,49.80812676,2.966308594
1193.5,49.79347704,2.775001526
1194,49.79347704,2.538490295
1194.5,49.79164609,2.290534973
1195,49.79164609,2.053833008
1195.5,49.77517031,1.954269409
1196,49.77150969,1.843261719
1196.5,49.76052927,1.782989502
1197,49.75138058,1.765441895
1197.5,49.75138058,1.768684387
1198,49.7440627,1.831054688
1198.5,49.7330877,1.93157196
1199,49.74040413,2.006912231
1199.5,49.7440627,2.162361145
1200,49.74772152,2.362060547
1200.5,49.75138058,2.561569214
1201,49.75138058,2.792167664
1201.5,49.7440627,3.07598114
1202,49.74772152,3.3826828
1202.5,49.75138058,3.573036194
1203,49.75138058,3.792190552
1203.5,49.73674579,3.949737549
1204,49.73125874,4.18510437
1204.5,49.73125874,4.461288452
1205,49.73125874,4.703712463
1205.5,49.71662925,4.863739014
1206,49.70748777,4.95300293
1206.5,49.70017566,5.005264282
1207,49.69651997,5.006980896
1207.5,49.67276381,5.007362366
1208,49.64353935,5.006217957
1208.5,49.63623562,4.939079285
1209,49.61250511,4.686355591
1209.5,49.6106801,4.393196106
1210,49.61250511,4.084968567
1210.5,49.61250511,3.769493103
1211,49.6161553,3.561401367
1211.5,49.6106801,3.306388855
1212,49.6234564,3.057289124
1212.5,49.61980573,2.810668945
1213,49.61250511,2.561950684
1213.5,49.59608219,2.322387695
1214,49.59060896,2.073669434
1214.5,49.57236872,1.942062378
1215,49.55231132,1.837730408
1215.5,49.54684237,1.779556274
1216,49.53226111,1.761627197
1216.5,49.51586173,1.786231995
1217,49.4921822,1.866149902
1217.5,49.49036111,2.006530762
1218,49.48671911,2.191734314
1218.5,49.47943582,2.35710144
1219,49.47579454,2.594947815
1219.5,49.46305188,2.849960327
1220,49.45941166,3.140640259
1220.5,49.45577167,3.391456604
1221,49.43575593,3.586196899
1221.5,49.42302236,3.929901123
1222,49.41029168,4.214286804
1222.5,49.39574585,4.468536377
1223,49.37575148,4.717636108
1223.5,49.3557642,4.891777039
1224,49.33215202,4.993247986
1224.5,49.31944186,5.005836487
1225,49.30310444,5.007362366
1225.5,49.29403014,5.006599426
1226,49.2795143,5.004501343
1226.5,49.27588592,4.927062988
1227,49.2595611,4.806518555
1227.5,49.27225777,4.584884644
1228,49.26318843,4.339981079
1228.5,49.2595611,4.107093811
1229,49.2595611,3.875160217
1229.5,49.2504938,3.737258911
1230,49.23961495,3.476333618
1230.5,49.23417631,3.157424927
1231,49.23417631,2.929878235
1231.5,49.21967583,2.661514282
1232,49.21967583,2.522087097
1232.5,49.21061492,2.274894714
1233,49.21423911,2.07118988
1233.5,49.21967583,1.894760132
1234,49.19249745,1.80606842
1234.5,49.21967583,1.774215698
1235,49.20699096,1.761627197
1235.5,49.20336724,1.776313782
1236,49.20336724,1.829910278
1236.5,49.19612048,1.925849915
1237,49.19068602,2.057647705
1237.5,49.18706334,2.234268188
1238,49.19068602,2.4477005
1238.5,49.19068602,2.62966156
1239,49.19068602,2.910614014
1239.5,49.19249745,3.163528442
1240,49.19249745,3.43875885
1240.5,49.19068602,3.756523132
1241,49.17619668,3.993606567
1241.5,49.17619668,4.240226746
1242,49.16714273,4.487800598
1242.5,49.1599006,4.652023315
1243,49.14722912,4.755783081
1243.5,49.13998954,4.927062988
1244,49.13094136,5.005455017
1244.5,49.1273225,5.006980896
1245,49.11104046,5.006599426
1245.5,49.11104046,5.005455017
1246,49.10018836,4.951667786
1246.5,49.07125956,4.856300354
1247,49.07125956,4.68082428
1247.5,49.05860784,4.478645325
1248,49.04776575,4.242706299
1248.5,49.04776575,3.971862793
1249,49.05137955,3.70388031
1249.5,49.05680068,3.441619873
1250,49.05680068,3.1042099
1250.5,49.06041506,2.866363525
1251,49.05137955,2.62966156
1251.5,49.04776575,2.417755127
1252,49.03692573,2.136802673
1252.5,49.02789395,1.962280273
1253,49.01164037,1.848602295
1253.5,49.01705771,1.788330078
1254,49.01344609,1.756668091
1254.5,49.02428164,1.762962341
1255,49.01705771,1.811790466
1255.5,49.03331285,1.905632019
1256,49.03692573,2.029037476
1256.5,49.04776575,2.163124084
1257,49.05318654,2.320671082
1257.5,49.05318654,2.597045898
1258,49.05680068,2.923202515
1258.5,49.04415218,3.228569031
1259,49.04053884,3.505706787
1259.5,49.03150649,3.83605957
1260,49.01525187,4.163742065
1260.5,49.00802909,4.45098877
1261,48.99719663,4.612159729
1261.5,48.9809518,4.787063599
1262,48.9647116,4.873847961
1262.5,48.95749522,4.985618591
1263,48.93765487,5.005455017
1263.5,48.93224507,5.005073547
1264,48.92503279,5.006599426
1264.5,48.91601872,5.005455017
1265,48.90880849,4.969406128
1265.5,48.89439076,4.876708984
1266,48.90159917,4.716491699
1266.5,48.89439076,4.491043091
1267,48.89439076,4.295921326
1267.5,48.88538153,4.043960571
1268,48.88538153,3.786277771
1268.5,48.88177823,3.54347229
1269,48.86916848,3.267478943
1269.5,48.87637371,2.975654602
1270,48.86556621,2.724266052
1270.5,48.87277098,2.473831177
1271,48.86556621,2.206230164
1271.5,48.87277098,2.123832703
1272,48.88538153,1.955032349
1272.5,48.88898505,1.840782166
1273,48.8925888,1.782417297
1273.5,48.89439076,1.753997803
1274,48.8925888,1.766967773
1274.5,48.89439076,1.815605164
1275,48.89439076,1.929855347
1275.5,48.88898505,2.056312561
1276,48.87817516,2.19707489
1276.5,48.86556621,2.391815186
1277,48.86556621,2.58102417
1277.5,48.86916848,2.895927429
1278,48.86556621,3.140258789
1278.5,48.85836234,3.325271606
1279,48.85836234,3.572654724
1279.5,48.84935877,3.841209412
1280,48.83315593,4.171180725
1280.5,48.82595614,4.435920715
1281,48.82955592,4.606628418
1281.5,48.81875725,4.723930359
1282,48.81875725,4.908180237
1282.5,48.80616137,5.005645752
1283,48.80256306,5.006599426
1283.5,48.78997074,5.005836487
1284,48.7755829,5.006217957
1284.5,48.7629965,4.996871948
1285,48.75041285,4.871749878
1285.5,48.73603493,4.730224609
1286,48.71986406,4.521179199
1286.5,48.70010583,4.333305359
1287,48.70010583,4.123878479
1287.5,48.6803544,3.883552551
1288,48.67137871,3.641319275
1288.5,48.65702052,3.380012512
1289,48.64446004,3.074455261
1289.5,48.6319023,2.88143158
1290,48.61755394,2.594947815
1290.5,48.61396741,2.35748291
1291,48.61217423,2.285003662
1291.5,48.60500206,2.093315125
1292,48.60141631,1.921653748
1292.5,48.5960381,1.833152771
1293,48.60141631,1.77116394
1293.5,48.60500206,1.749801636
1294,48.60500206,1.761627197
1294.5,48.61396741,1.790428162
1295,48.60858803,1.898574829
1295.5,48.6319023,2.015304565
1296,48.6319023,2.192115784
1296.5,48.655226,2.440834045
1297,48.655226,2.661895752
1297.5,48.66419917,2.849197388
1298,48.67676395,3.182029724
1298.5,48.6803544,3.388595581
1299,48.6947184,3.769874573
1299.5,48.69651416,4.063034058
1300,48.71627115,4.273414612
1300.5,48.71627115,4.343605042
1301,48.71627115,4.507827759
1301.5,48.70369773,4.770469666
1302,48.69651416,4.880523682
1302.5,48.68753595,4.97341156
1303,48.66060973,5.006980896
1303.5,48.655226,5.005455017
1304,48.62831488,5.006217957
1304.5,48.6211407,5.006217957
1305,48.60858803,4.996871948
1305.5,48.5924529,4.890060425
1306,48.56557104,4.728507996
1306.5,48.54944792,4.466056824
1307,48.5333293,4.24118042
1307.5,48.50289526,4.000663757
1308,48.48142204,3.814315796
1308.5,48.4545917,3.652381897
1309,48.43134878,3.392601013
1309.5,48.41168896,3.155136108
1310,48.3884632,2.878379822
1310.5,48.37596087,2.598190308
1311,48.36167578,2.374267578
1311.5,48.35989039,2.1900177
1312,48.36524672,2.012825012
1312.5,48.37238926,1.883888245
1313,48.38131868,1.762008667
1313.5,48.3884632,1.75151825
1314,48.40275487,1.791000366
1314.5,48.39203579,1.853370667
1315,48.3956086,1.950073242
1315.5,48.38489083,2.066040039
1316,48.37238926,2.166938782
1316.5,48.36524672,2.377510071
1317,48.35274938,2.660751343
1317.5,48.3420395,2.95753479
1318,48.3366853,3.33442688
1318.5,48.32954714,3.657341003
1319,48.31348947,3.814315796
1319.5,48.30100323,4.026412964
1320,48.27782159,4.290008545
1320.5,48.27069063,4.515838623
1321,48.25108498,4.721832275
1321.5,48.2421755,4.892349243
1322,48.22257942,5.00202179
1322.5,48.21367428,5.007362366
1323,48.21367428,5.006980896
1323.5,48.19052727,5.006980896
1324,48.19408776,5.005836487
1324.5,48.17984713,4.96635437
1325,48.18340696,4.810714722
1325.5,48.17094849,4.616355896
1326,48.16027192,4.337692261
1326.5,48.15493436,4.082298279
1327,48.1442607,3.693389893
1327.5,48.12469738,3.437805176
1328,48.12825386,3.146362305
1328.5,48.13181056,2.898216248
1329,48.13181056,2.620506287
1329.5,48.13714601,2.416419983
1330,48.15493436,2.275085449
1330.5,48.15493436,2.128791809
1331,48.16027192,1.995658875
1331.5,48.16383056,1.891326904
1332,48.15671349,1.791763306
1332.5,48.15493436,1.749801636
1333,48.15493436,1.758575439
1333.5,48.15493436,1.814842224
1334,48.14781837,1.924514771
1334.5,48.13536747,2.094841003
1335,48.13536747,2.283859253
1335.5,48.12469738,2.461433411
1336,48.11225139,2.674865723
1336.5,48.09803063,2.924156189
1337,48.10158549,3.151893616
1337.5,48.09625328,3.358840942
1338,48.09803063,3.628921509
1338.5,48.09625328,3.874588013
1339,48.09625328,4.10118103
1339.5,48.08559029,4.279136658
1340,48.07315259,4.489898682
1340.5,48.07315259,4.663085938
1341,48.07670595,4.886436462
1341.5,48.06604651,5.005264282
1342,48.06959944,5.005455017
1342.5,48.07670595,5.005264282
1343,48.07315259,5.007743835
1343.5,48.08203639,5.006599426
1344,48.10158549,5.006599426
1344.5,48.11225139,4.979705811
1345,48.12469738,4.883003235
1345.5,48.14070325,4.707527161
1346,48.15493436,4.412078857
1346.5,48.17094849,4.332351685
1347,48.18340696,4.225158691
1347.5,48.18696701,4.020500183
1348,48.19052727,3.795433044
1348.5,48.20298991,3.586578369
1349,48.19942889,3.191566467
1349.5,48.20298991,2.755355835
1350,48.20655115,2.623748779
1350.5,48.18696701,2.687835693
1351,48.19052727,2.381324768
1351.5,48.17984713,2.244758606
1352,48.16738942,2.033424377
1352.5,48.16027192,1.893424988
1353,48.13181056,1.795005798
1353.5,48.11936306,1.75743103
1354,48.10158549,1.744842529
1354.5,48.09803063,1.754379272
1355,48.09625328,1.772499084
1355.5,48.09803063,1.782608032
1356,48.09269873,1.896476746
1356.5,48.08203639,2.060127258
1357,48.08203639,2.19078064
1357.5,48.08025953,2.384757996
1358,48.06604651,2.692985535
1358.5,48.0624938,2.793312073
1359,48.05006098,2.906036377
1359.5,48.04650923,3.213500977
1360,48.03052902,3.656005859
1360.5,48.02165299,3.924560547
1361,48.01987795,4.166030884
1361.5,48.00390496,4.380607605
1362,47.98084051,4.56237793
1362.5,47.96842493,4.731369019
1363,47.94892001,4.912757874
1363.5,47.92942154,5.006599426
1364,47.91701678,5.006980896
1364.5,47.89044391,5.007362366
1365,47.86742374,5.006980896
1365.5,47.86211267,5.006217957
1366,47.84264281,4.956817627
1366.5,47.82317936,4.845046997
1367,47.80549085,4.709625244
1367.5,47.7895757,4.534721375
1368,47.77366483,4.35962677
1368.5,47.75775822,4.186248779
1369,47.75775822,3.967285156
1369.5,47.74715618,3.744125366
1370,47.74538935,3.498077393
1370.5,47.75422399,3.266525269
1371,47.76129265,2.974319458
1371.5,47.7648273,2.704238892
1372,47.77720021,2.451705933
1372.5,47.78603959,2.255249023
1373,47.80372229,2.082633972
1373.5,47.81610332,1.949119568
1374,47.82848694,1.842498779
1374.5,47.83556445,1.774978638
1375,47.84264281,1.748275757
1375.5,47.85503198,1.763343811
1376,47.86211267,1.803398132
1376.5,47.85857222,1.86920166
1377,47.85857222,1.955413818
1377.5,47.85857222,2.095413208
1378,47.85149195,2.253723145
1378.5,47.85149195,2.439117432
1379,47.83910353,2.700424194
1379.5,47.83556445,2.978897095
1380,47.83556445,3.268241882
1380.5,47.83202559,3.473091125
1381,47.82848694,3.700828552
1381.5,47.80725946,3.952598572
1382,47.81610332,4.220199585
1382.5,47.80018533,4.459190369
1383,47.80018533,4.647827148
1383.5,47.77720021,4.789352417
1384,47.7842716,4.920387268
1384.5,47.7807358,5.005264282
1385,47.77720021,5.005455017
1385.5,47.77720021,5.006217957
1386,47.7807358,5.006217957
1386.5,47.77720021,5.005836487
1387,47.7807358,5.005836487
1387.5,47.78780762,4.989814758
1388,47.7842716,4.870986938
1388.5,47.7807358,4.69379425
1389,47.7842716,4.487228394
1389.5,47.7842716,4.36630249
1390,47.7807358,4.1929245
1390.5,47.77720021,3.998756409
1391,47.7648273,3.749465942
1391.5,47.77012966,3.499412537
1392,47.7665947,3.246116638
1392.5,47.7648273,2.974700928
1393,47.75068998,2.684211731
1393.5,47.74715618,2.434158325
1394,47.74538935,2.186965942
1394.5,47.73832259,2.016639709
1395,47.7153614,1.885032654
1395.5,47.71182969,1.789093018
1396,47.69240907,1.760673523
1396.5,47.66417219,1.747894287
1397,47.64123958,1.766204834
1397.5,47.61478983,1.801681519
1398,47.59540079,1.898384094
1398.5,47.56368684,2.009010315
1399,47.53375022,2.279281616
1399.5,47.50910776,2.614974976
1400,47.49503091,2.756118774
1400.5,47.47040437,3.044319153
1401,47.45457836,3.3826828
1401.5,47.42469617,3.712654114
1402,47.41239606,3.985214233
1402.5,47.39658532,4.166221619
1403,47.37726673,4.388999939
1403.5,47.36673193,4.636383057
1404,47.34391285,4.86164093
1404.5,47.34040299,4.985618591
1405,47.33864814,5.006217957
1405.5,47.31934812,5.006217957
1406,47.31934812,5.006599426
1406.5,47.30531562,5.006980896
1407,47.28953295,4.971313477
1407.5,47.2772604,4.832839966
1408,47.25447513,4.561424255
1408.5,47.24396175,4.395103455
1409,47.22294046,4.021644592
1409.5,47.21243255,3.723144531
1410,47.20017563,3.388023376
1410.5,47.19317279,3.137969971
1411,47.18442038,2.849006653
1411.5,47.16691935,2.787590027
1412,47.16691935,2.544212341
1412.5,47.16691935,2.305984497
1413,47.16516952,2.046775818
1413.5,47.15817072,1.887321472
1414,47.15117273,1.774597168
1414.5,47.14767404,1.75037384
1415,47.14242638,1.772117615
1415.5,47.13892819,1.85508728
1416,47.13543021,1.880836487
1416.5,47.1301836,1.98059082
1417,47.1126982,2.189254761
1417.5,47.10920172,2.39944458
1418,47.10745356,2.625465393
1418.5,47.09696564,2.886772156
1419,47.09347007,3.156852722
1419.5,47.08822708,3.448486328
1420,47.08473201,3.828620911
1420.5,47.08123715,4.03842926
1421,47.08123715,4.330635071
1421.5,47.07075374,4.545211792
1422,47.07424801,4.754447937
1422.5,47.06900668,4.906463623
1423,47.06900668,5.003356934
1423.5,47.06900668,5.007362366
1424,47.06551272,5.007362366
1424.5,47.08123715,5.006217957
1425,47.08123715,5.006980896
1425.5,47.08822708,5.006217957
1426,47.09347007,4.923248291
1426.5,47.09696564,4.792976379
1427,47.09347007,4.714202881
1427.5,47.09347007,4.413604736
1428,47.10046141,4.235649109
1428.5,47.10395738,3.921699524
1429,47.10920172,3.825569153
1429.5,47.1126982,3.579330444
1430,47.11619488,3.379821777
1430.5,47.13543021,3.186225891
1431,47.13543021,2.857589722
1431.5,47.14592477,2.645111084
