#Latest:Time(s),#Latest:Temperature(°C),#Latest:Potential(V)
836.4,39.75781875,5.001831055
836.8,39.7058231,4.938697815
837.2,39.65385865,4.862976074
837.6,39.65385865,4.733848572
838,39.62710121,4.636001587
838.4,39.57518376,4.500579834
838.8,39.55002277,4.364967346
839.2,39.49815107,4.194831848
839.6,39.47144125,3.986740112
840,39.41961592,3.775405884
840.4,39.39449945,3.605270386
840.8,39.36782102,3.447532654
841.2,39.34271925,3.104019165
841.6,39.29096928,2.984237671
842,39.26432196,2.864456177
842.4,39.21261754,2.624893188
842.8,39.21261754,2.410507202
843.2,39.21261754,2.287483215
843.6,39.18755949,2.123641968
844,39.18755949,1.975440979
844.4,39.16094299,1.880836487
844.8,39.16094299,1.833534241
845.2,39.16094299,1.783180237
845.6,39.18755949,1.745223999
846,39.23924941,1.732635498
846.4,39.31605641,1.748466492
846.8,39.34271925,1.76410675
847.2,39.39449945,1.779937744
847.6,39.41961592,1.798820496
848,39.44631001,1.940727234
848.4,39.44631001,2.066802979
848.8,39.41961592,2.22454071
849.2,39.41961592,2.366256714
849.6,39.41961592,2.505111694
850,39.41961592,2.665710449
850.4,39.41961592,2.782440186
850.8,39.44631001,2.984237671
851.2,39.44631001,3.302574158
851.6,39.44631001,3.4948349
852,39.44631001,3.712463379
852.4,39.47144125,3.841590881
852.8,39.49815107,4.115867615
853.2,39.49815107,4.166412354
853.6,39.52329715,4.402732849
854,39.52329715,4.57611084
854.4,39.57518376,4.582595825
854.8,39.65385865,4.818916321
855.2,39.67904965,4.923057556
855.6,39.73102921,4.979705811
856,39.75781875,4.998588562
856.4,39.80984573,4.995536804
856.8,39.80984573,5.008125305
857.2,39.83508226,4.995536804
857.6,39.83508226,5.008125305
858,39.80984573,4.998588562
858.4,39.83508226,4.916572571
858.8,39.80984573,4.87575531
859.2,39.78304003,4.841041565
859.6,39.78304003,4.721260071
860,39.73102921,4.487991333
860.4,39.75781875,4.364967346
860.8,39.83508226,4.292488098
861.2,39.86190419,4.179000854
861.6,39.86190419,3.917312622
862,39.83508226,3.750228882
862.4,39.78304003,3.595733643
862.8,39.75781875,3.472900391
863.2,39.80984573,3.30581665
863.6,39.75781875,3.13873291
864,39.75781875,2.980995178
864.4,39.73102921,2.694129944
864.8,39.7058231,2.536582947
865.2,39.67904965,2.400970459
865.6,39.67904965,2.170944214
866,39.67904965,2.041625977
866.4,39.62710121,1.972198486
866.8,39.60192525,1.871299744
867.2,39.57518376,1.846122742
