#Latest:Time(s),#Latest:Temperature(°C),#Latest:Potential(V)
1535.5,35.96301461,2.933692932
1535.9,35.98728032,2.839279175
1536.3,36.03734462,2.681541443
1536.7,36.03734462,2.542877197
1537.1,36.06162613,2.508163452
1537.5,36.11172313,2.375793457
1537.9,36.16184229,2.164649963
1538.3,36.21198375,2.032089233
1538.7,36.23782293,1.962852478
1539.1,36.28799838,1.931190491
1539.5,36.312334,1.868247986
1539.9,36.33819642,1.789474487
1540.3,36.33819642,1.738929749
1540.7,36.36254303,1.697921753
1541.1,36.36254303,1.694869995
1541.5,36.36254303,1.691627502
1541.9,36.38841717,1.701164246
1542.3,36.38841717,1.716995239
1542.7,36.41277483,1.75151825
1543.1,36.43866074,1.792526245
1543.5,36.43866074,1.82723999
1543.9,36.43866074,1.921844482
1544.3,36.43866074,1.943969727
1544.7,36.43866074,2.019500732
1545.1,36.43866074,2.205467224
1545.5,36.41277483,2.278137207
1545.9,36.41277483,2.347373962
1546.3,36.41277483,2.464103699
1546.7,36.38841717,2.520751953
1547.1,36.36254303,2.706718445
1547.5,36.33819642,2.829742432
1547.9,36.312334,2.984237671
1548.3,36.26214761,2.987289429
1548.7,36.18766995,3.330993652
1549.1,36.11172313,3.510665894
1549.5,36.08743091,3.542137146
1549.9,36.08743091,3.658866882
1550.3,36.08743091,3.920555115
1550.7,36.08743091,4.018211365
1551.1,36.08743091,4.125404358
1551.5,36.08743091,4.22000885
1551.9,36.11172313,4.320907593
1552.3,36.11172313,4.390144348
1552.7,36.13753932,4.632949829
1553.1,36.13753932,4.677009583
1553.5,36.16184229,4.80632782
1553.9,36.16184229,4.796791077
1554.3,36.16184229,4.837799072
1554.7,36.16184229,4.97341156
1555.1,36.13753932,5.004882813
1555.5,36.11172313,5.008125305
1555.9,36.08743091,5.008125305
1556.3,36.06162613,5.008125305
1556.7,36.03734462,5.008125305
1557.1,36.01306828,5.004882813
1557.5,36.01306828,5.004882813
1557.9,36.01306828,4.944992065
1558.3,36.03734462,4.882049561
1558.7,36.01306828,4.872512817
1559.1,35.98728032,4.683303833
1559.5,35.98728032,4.588890076
1559.9,35.98728032,4.550933838
1560.3,36.01306828,4.4090271
1560.7,36.01306828,4.415512085
1561.1,35.98728032,4.241943359
1561.5,35.96301461,4.131698608
1561.9,35.91298275,4.034042358
1562.3,35.91298275,3.876304626
1562.7,35.88721724,3.63368988
1563.1,35.88721724,3.507423401
1563.5,35.86297259,3.431892395
1563.9,35.86297259,3.217506409
1564.3,35.86297259,3.028297424
1564.7,35.88721724,2.943229675
1565.1,35.91298275,2.81085968
1565.5,35.96301461,2.596473694
1565.9,35.98728032,2.350616455
1566.3,36.03734462,2.284431458
1566.7,36.06162613,2.035331726
1567.1,36.13753932,1.98802948
1567.5,36.18766995,1.959609985
1567.9,36.23782293,1.846122742
1568.3,36.26214761,1.776885986
1568.7,36.28799838,1.786231995
1569.1,36.312334,1.735877991
1569.5,36.312334,1.701164246
1569.9,36.312334,1.694869995
1570.3,36.312334,1.697921753
1570.7,36.28799838,1.713752747
1571.1,36.28799838,1.748466492
1571.5,36.28799838,1.76410675
1571.9,36.26214761,1.852416992
1572.3,36.23782293,1.902961731
1572.7,36.23782293,2.016448975
1573.1,36.18766995,2.158164978
1573.5,36.21198375,2.233886719
1573.9,36.18766995,2.309608459
1574.3,36.18766995,2.432441711
1574.7,36.18766995,2.549171448
1575.1,36.18766995,2.637481689
1575.5,36.18766995,2.832794189
1575.9,36.21198375,2.936935425
1576.3,36.18766995,3.015708923
1576.7,36.18766995,3.182792664
1577.1,36.16184229,3.365707397
1577.5,36.16184229,3.450775146
1577.9,36.16184229,3.592681885
1578.3,36.18766995,3.712463379
1578.7,36.18766995,3.807067871
1579.1,36.18766995,4.062271118
1579.5,36.18766995,4.232597351
1579.9,36.18766995,4.270362854
1580.3,36.16184229,4.431152344
1580.7,36.13753932,4.513168335
1581.1,36.11172313,4.651832581
1581.5,36.08743091,4.771614075
1581.9,36.08743091,4.834747314
1582.3,36.08743091,4.885101318
1582.7,36.08743091,4.963874817
1583.1,36.06162613,4.963874817
1583.5,36.03734462,5.001831055
1583.9,36.03734462,5.008125305
1584.3,36.06162613,5.008125305
1584.7,36.06162613,5.004882813
1585.1,36.03734462,5.008125305
1585.5,36.03734462,4.995536804
1585.9,36.03734462,4.932403564
1586.3,36.01306828,4.87575531
1586.7,36.01306828,4.803085327
1587.1,36.01306828,4.730606079
1587.5,36.03734462,4.692840576
1587.9,36.06162613,4.563522339
1588.3,36.06162613,4.453277588
1588.7,36.06162613,4.371261597
1589.1,36.08743091,4.282951355
1589.5,36.08743091,4.055976868
1589.9,36.11172313,3.993034363
1590.3,36.11172313,3.860664368
1590.7,36.11172313,3.791236877
1591.1,36.11172313,3.65562439
1591.5,36.11172313,3.46660614
1591.9,36.08743091,3.321456909
1592.3,36.08743091,3.151321411
1592.7,36.06162613,3.116607666
1593.1,36.06162613,2.984237671
1593.5,36.03734462,2.826499939
1593.9,36.03734462,2.65007019
1594.3,36.03734462,2.489280701
1594.7,36.01306828,2.423095703
1595.1,36.01306828,2.300071716
1595.5,36.01306828,2.136230469
1595.9,36.03734462,2.025794983
1596.3,36.06162613,1.978492737
1596.7,36.06162613,1.909255981
1597.1,36.08743091,1.89037323
1597.5,36.08743091,1.805114746
1597.9,36.06162613,1.779937744
1598.3,36.06162613,1.726341248
1598.7,36.06162613,1.704216003
1599.1,36.08743091,1.688575745
1599.5,36.06162613,1.701164246
1599.9,36.03734462,1.713752747
1600.3,36.01306828,1.779937744
1600.7,35.98728032,1.817703247
1601.1,35.96301461,1.868247986
1601.5,35.96301461,1.965904236
1601.9,35.9372379,2.003860474
1602.3,35.9372379,2.079391479
1602.7,35.96301461,2.173995972
1603.1,35.98728032,2.268600464
1603.5,36.01306828,2.372550964
1603.9,36.01306828,2.495574951
1604.3,36.06162613,2.565002441
1604.7,36.08743091,2.703666687
1605.1,36.08743091,2.924346924
1605.5,36.08743091,2.993583679
1605.9,36.08743091,3.06930542
1606.3,36.11172313,3.248977661
1606.7,36.13753932,3.378295898
1607.1,36.13753932,3.516960144
1607.5,36.16184229,3.674507141
1607.9,36.18766995,3.762817383
1608.3,36.16184229,3.882598877
1608.7,36.13753932,3.970909119
1609.1,36.11172313,4.141235352
1609.5,36.08743091,4.191589355
1609.9,36.03734462,4.273605347
1610.3,36.03734462,4.336547852
1610.7,36.01306828,4.481697083
1611.1,36.03734462,4.623413086
1611.5,36.01306828,4.730606079
1611.9,36.01306828,4.787445068
1612.3,36.01306828,4.888343811
1612.7,36.01306828,4.913520813
1613.1,36.01306828,4.976654053
1613.5,36.01306828,4.998588562
1613.9,35.98728032,5.004882813
1614.3,35.98728032,5.008125305
1614.7,35.98728032,5.008125305
1615.1,35.96301461,5.004882813
1615.5,35.96301461,5.001831055
1615.9,35.98728032,4.963874817
1616.3,35.98728032,4.935646057
1616.7,35.98728032,4.86946106
1617.1,35.98728032,4.777908325
1617.5,35.98728032,4.752731323
1617.9,35.96301461,4.607772827
1618.3,35.96301461,4.585647583
1618.7,35.9372379,4.522514343
1619.1,35.9372379,4.396438599
1619.5,35.9372379,4.320907593
1619.9,35.91298275,4.292488098
1620.3,35.91298275,4.084396362
1620.7,35.91298275,3.970909119
1621.1,35.88721724,3.825950623
1621.5,35.86297259,3.580093384
1621.9,35.86297259,3.469657898
1622.3,35.78724072,3.359413147
1622.7,35.73728463,3.223800659
1623.1,35.71307117,3.116607666
1623.5,35.68734983,2.946281433
1623.9,35.66314665,2.795028687
1624.3,35.6374362,2.64377594
1624.7,35.61324324,2.621650696
1625.1,35.61324324,2.400970459
1625.5,35.58754364,2.382087708
1625.9,35.56336084,2.180290222
1626.3,35.56336084,2.041625977
1626.7,35.51349933,1.984786987
1627.1,35.48782121,1.92489624
1627.5,35.48782121,1.846122742
1627.9,35.48782121,1.808357239
1628.3,35.46365858,1.738929749
1628.7,35.46365858,1.716995239
1629.1,35.46365858,1.713752747
1629.5,35.46365858,1.694869995
1629.9,35.46365858,1.697921753
1630.3,35.46365858,1.707458496
1630.7,35.46365858,1.738929749
1631.1,35.46365858,1.786231995
1631.5,35.48782121,1.795768738
1631.9,35.48782121,1.852416992
1632.3,35.48782121,1.921844482
1632.7,35.53767201,2.029037476
1633.1,35.53767201,2.095222473
1633.5,35.53767201,2.183532715
1633.9,35.56336084,2.306365967
1634.3,35.56336084,2.397918701
1634.7,35.56336084,2.514457703
1635.1,35.56336084,2.713012695
1635.5,35.58754364,2.836036682
1635.9,35.58754364,2.858161926
1636.3,35.56336084,3.078842163
1636.7,35.56336084,3.189086914
1637.1,35.56336084,3.349876404
1637.5,35.56336084,3.416061401
1637.9,35.56336084,3.529548645
1638.3,35.58754364,3.684043884
1638.7,35.61324324,3.863716125
1639.1,35.61324324,3.923606873
1639.5,35.6374362,4.068565369
1639.9,35.68734983,3.996086121
1640.3,35.68734983,3.98979187
1640.7,35.68734983,4.238891602
1641.1,35.68734983,4.279899597
1641.5,35.68734983,4.355430603
1641.9,35.66314665,4.47845459
1642.3,35.66314665,4.54788208
1642.7,35.66314665,4.661369324
1643.1,35.66314665,4.746437073
1643.5,35.66314665,4.815864563
1643.9,35.68734983,4.882049561
1644.3,35.68734983,4.944992065
1644.7,35.71307117,4.989242554
1645.1,35.68734983,5.004882813
1645.5,35.68734983,5.008125305
1645.9,35.68734983,5.008125305
1646.3,35.68734983,5.004882813
1646.7,35.61324324,5.004882813
1647.1,35.56336084,5.008125305
1647.5,35.51349933,4.986000061
1647.9,35.48782121,4.929351807
1648.3,35.46365858,4.894638062
1648.7,35.46365858,4.888343811
1649.1,35.46365858,4.765319824
1649.5,35.46365858,4.711723328
1649.9,35.48782121,4.632949829
1650.3,35.51349933,4.475402832
1650.7,35.51349933,4.298782349
1651.1,35.51349933,4.223060608
1651.5,35.48782121,4.131698608
1651.9,35.46365858,4.021453857
1652.3,35.48782121,3.923606873
1652.7,35.48782121,3.772354126
1653.1,35.48782121,3.639984131
1653.5,35.48782121,3.46031189
1653.9,35.48782121,3.419303894
1654.3,35.48782121,3.23638916
1654.7,35.46365858,3.13243866
1655.1,35.43799112,3.053474426
1655.5,35.41383849,2.801322937
1655.9,35.36403894,2.728843689
1656.3,35.3383926,2.542877197
1656.7,35.36403894,2.479743958
1657.1,35.36403894,2.325248718
1657.5,35.36403894,2.15511322
1657.9,35.36403894,2.111053467
1658.3,35.38818162,2.088928223
1658.7,35.38818162,1.972198486
1659.1,35.38818162,1.887130737
1659.5,35.38818162,1.795768738
1659.9,35.36403894,1.773643494
1660.3,35.36403894,1.72958374
1660.7,35.38818162,1.707458496
1661.1,35.41383849,1.691627502
1661.5,35.38818162,1.685333252
1661.9,35.41383849,1.682281494
1662.3,35.43799112,1.697921753
1662.7,35.46365858,1.732635498
1663.1,35.46365858,1.773643494
1663.5,35.48782121,1.789474487
1663.9,35.48782121,1.824188232
1664.3,35.46365858,1.89666748
1664.7,35.46365858,1.984786987
1665.1,35.48782121,2.044677734
1665.5,35.46365858,2.123641968
1665.9,35.48782121,2.237129211
1666.3,35.51349933,2.366256714
1666.7,35.53767201,2.451515198
1667.1,35.53767201,2.640533447
1667.5,35.53767201,2.744674683
1667.9,35.56336084,2.832794189
1668.3,35.56336084,3.031539917
1668.7,35.56336084,3.356170654
1669.1,35.56336084,3.315162659
1669.5,35.56336084,3.66191864
1669.9,35.53767201,3.652572632
1670.3,35.53767201,3.816413879
1670.7,35.51349933,3.825950623
1671.1,35.48782121,4.034042358
1671.5,35.41383849,4.207420349
1671.9,35.38818162,4.267311096
1672.3,35.3383926,4.352378845
1672.7,35.3383926,4.352378845
1673.1,35.3383926,4.494285584
1673.5,35.31425981,4.642486572
1673.9,35.3383926,4.683303833
1674.3,35.31425981,4.759025574
1674.7,35.31425981,4.825210571
1675.1,35.31425981,4.913520813
1675.5,35.31425981,4.932403564
1675.9,35.3383926,4.957580566
1676.3,35.38818162,5.004882813
1676.7,35.38818162,5.004882813
1677.1,35.36403894,5.008125305
1677.5,35.38818162,4.998588562
1677.9,35.43799112,5.001831055
1678.3,35.43799112,4.986000061
1678.7,35.43799112,4.944992065
1679.1,35.43799112,4.929351807
1679.5,35.43799112,4.87575531
1679.9,35.43799112,4.771614075
1680.3,35.43799112,4.771614075
1680.7,35.41383849,4.64553833
1681.1,35.41383849,4.535293579
1681.5,35.41383849,4.557228088
1681.9,35.41383849,4.374504089
1682.3,35.43799112,4.336547852
1682.7,35.41383849,4.289245605
1683.1,35.38818162,4.100227356
1683.5,35.31425981,3.970909119
1683.9,35.28862395,3.740882874
1684.3,35.26450099,3.668212891
1684.7,35.26450099,3.55796814
1685.1,35.23887555,3.434944153
1685.5,35.18914728,3.255271912
1685.9,35.16504382,3.135490417
1686.3,35.13943904,3.129196167
1686.7,35.13943904,3.012657166
1687.1,35.13943904,2.675247192
1687.5,35.13943904,2.57434845
1687.9,35.13943904,2.4766922
1688.3,35.11534524,2.479743958
1688.7,35.13943904,2.284431458
1689.1,35.13943904,2.227592468
1689.5,35.16504382,2.221298218
1689.9,35.16504382,2.145576477
1690.3,35.16504382,1.855659485
1690.7,35.18914728,1.899719238
1691.1,35.18914728,1.833534241
1691.5,35.21476237,1.802062988
1691.9,35.21476237,1.742172241
1692.3,35.21476237,1.694869995
1692.7,35.21476237,1.691627502
1693.1,35.18914728,1.688575745
1693.5,35.16504382,1.697921753
1693.9,35.11534524,1.745223999
1694.3,35.06566651,1.745223999
1694.7,35.04008215,1.779937744
1695.1,34.99043328,1.858711243
1695.5,34.99043328,1.909255981
1695.9,35.04008215,1.972198486
1696.3,35.04008215,2.047920227
1696.7,35.06566651,2.180290222
1697.1,35.13943904,2.448272705
1697.5,35.21476237,2.555465698
1697.9,35.26450099,2.801322937
1698.3,35.3383926,2.772903442
1698.7,35.43799112,3.097724915
1699.1,35.46365858,3.252220154
1699.5,35.48782121,3.393936157
1699.9,35.48782121,3.2995224
1700.3,35.46365858,3.554725647
1700.7,35.46365858,3.807067871
1701.1,35.46365858,3.958320618
1701.5,35.43799112,4.119110107
1701.9,35.46365858,4.336547852
1702.3,35.48782121,4.226303101
1702.7,35.53767201,4.393386841
1703.1,35.58754364,4.446983337
1703.5,35.61324324,4.550933838
1703.9,35.61324324,4.752731323
1704.3,35.61324324,4.648780823
1704.7,35.6374362,4.800033569
1705.1,35.6374362,4.759025574
1705.5,35.66314665,4.926109314
1705.9,35.68734983,4.998588562
1706.3,35.66314665,5.004882813
1706.7,35.6374362,5.008125305
1707.1,35.6374362,5.008125305
1707.5,35.61324324,5.004882813
1707.9,35.58754364,4.995536804
1708.3,35.58754364,4.929351807
1708.7,35.56336084,4.932403564
1709.1,35.51349933,4.828453064
1709.5,35.46365858,4.740142822
1709.9,35.38818162,4.550933838
1710.3,35.3383926,4.500579834
1710.7,35.23887555,4.38709259
1711.1,35.21476237,4.267311096
1711.5,35.13943904,4.185295105
1711.9,35.0897507,3.98979187
1712.3,35.04008215,3.895187378
1712.7,34.96636815,3.740882874
1713.1,34.94080398,3.488540649
1713.5,34.86714783,3.532791138
1713.9,34.86714783,3.226852417
1714.3,34.84160361,3.195381165
1714.7,34.79203233,2.949523926
1715.1,34.76800465,2.97164917
1715.5,34.7184617,2.832794189
1715.9,34.69294698,2.627944946
1716.3,34.69294698,2.375793457
1716.7,34.7184617,2.347373962
1717.1,34.7184617,2.306365967
1717.5,34.69294698,2.120399475
1717.9,34.7184617,2.107810974
1718.3,34.69294698,1.978492737
1718.7,34.74248015,1.887130737
1719.1,34.74248015,1.893424988
1719.5,34.76800465,1.814651489
1719.9,34.76800465,1.738929749
1720.3,34.79203233,1.716995239
1720.7,34.79203233,1.694869995
1721.1,34.76800465,1.685333252
1721.5,34.79203233,1.685333252
1721.9,34.81756665,1.691627502
1722.3,34.79203233,1.72958374
1722.7,34.84160361,1.767349243
1723.1,34.86714783,1.830482483
1723.5,34.89119412,1.89037323
1723.9,34.94080398,1.981735229
1724.3,34.94080398,2.029037476
1724.7,34.99043328,2.151870728
1725.1,35.04008215,2.180290222
1725.5,35.06566651,2.306365967
1725.9,35.0897507,2.404212952
1726.3,35.11534524,2.514457703
1726.7,35.13943904,2.700424194
1727.1,35.13943904,2.691078186
1727.5,35.13943904,3.078842163
1727.9,35.13943904,3.122901917
1728.3,35.13943904,3.271102905
1728.7,35.13943904,3.491783142
1729.1,35.13943904,3.611564636
1729.5,35.13943904,3.914260864
1729.9,35.16504382,3.933143616
1730.3,35.13943904,4.078102112
1730.7,35.13943904,4.238891602
1731.1,35.13943904,4.459571838
1731.5,35.13943904,4.437446594
1731.9,35.13943904,4.491043091
1732.3,35.16504382,4.557228088
1732.7,35.21476237,4.585647583
1733.1,35.26450099,4.740142822
1733.5,35.28862395,4.837799072
1733.9,35.28862395,4.888343811
1734.3,35.28862395,4.938697815
1734.7,35.28862395,4.970169067
1735.1,35.28862395,5.004882813
1735.5,35.26450099,5.008125305
1735.9,35.23887555,5.004882813
1736.3,35.21476237,4.995536804
1736.7,35.21476237,5.004882813
1737.1,35.16504382,4.992294312
1737.5,35.18914728,4.916572571
1737.9,35.16504382,4.87575531
1738.3,35.13943904,4.800033569
1738.7,35.0897507,4.781150818
1739.1,35.0897507,4.670715332
1739.5,35.06566651,4.617118835
1739.9,35.0897507,4.487991333
1740.3,35.0897507,4.339790344
1740.7,35.0897507,4.254722595
1741.1,35.06566651,4.147529602
1741.5,35.04008215,4.043388367
1741.9,35.04008215,3.737640381
1742.3,35.01600752,3.646278381
1742.7,34.91674829,3.504371643
1743.1,34.81756665,3.419303894
1743.5,34.7184617,2.933692932
1743.9,34.61943253,2.854919434
1744.3,34.52047824,2.527046204
1744.7,34.44706009,2.646827698
1745.1,34.39763801,2.470397949
1745.5,34.2988484,2.344322205
1745.9,34.27341429,2.199172974
1746.3,34.27341429,1.937675476
1746.7,34.2988484,1.921844482
1747.1,34.27341429,1.849365234
1747.5,34.24948065,1.776885986
1747.9,34.22405577,1.72958374
1748.3,34.17471507,1.688575745
1748.7,34.1507987,1.679039001
1749.1,34.1253921,1.701164246
1749.5,34.17471507,1.713752747
1749.9,34.17471507,1.798820496
1750.3,34.17471507,1.849365234
1750.7,34.17471507,1.975440979
1751.1,34.1507987,2.063751221
1751.5,34.17471507,2.158164978
1751.9,34.17471507,2.24647522
1752.3,34.20013079,2.391624451
1752.7,34.20013079,2.511405945
1753.1,34.20013079,2.615356445
1753.5,34.22405577,2.675247192
1753.9,34.22405577,3.028297424
1754.3,34.22405577,3.220558167
1754.7,34.24948065,3.390884399
1755.1,34.24948065,3.567314148
1755.5,34.27341429,3.743934631
1755.9,34.34823415,3.866958618
1756.3,34.39763801,3.923606873
1756.7,34.42159795,4.074859619
1757.1,34.44706009,4.22000885
1757.5,34.4965005,4.305076599
1757.9,34.56994608,4.38079834
1758.3,34.61943253,4.412269592
1758.7,34.64343269,4.607772827
1759.1,34.64343269,4.63924408
1759.5,34.64343269,4.721260071
1759.9,34.64343269,4.844093323
1760.3,34.64343269,4.926109314
1760.7,34.64343269,4.878807068
1761.1,34.64343269,4.935646057
1761.5,34.6689377,4.995536804
1761.9,34.64343269,5.008125305
1762.3,34.64343269,5.008125305
1762.7,34.64343269,5.008125305
1763.1,34.64343269,5.004882813
1763.5,34.59543677,5.008125305
1763.9,34.54595936,5.004882813
1764.3,34.52047824,4.992294312
1764.7,34.4965005,4.941940308
1765.1,34.4710289,4.809570313
1765.5,34.4710289,4.74319458
1765.9,34.4710289,4.610824585
1766.3,34.4710289,4.491043091
1766.7,34.4710289,4.494285584
1767.1,34.4965005,4.286193848
1767.5,34.52047824,4.15687561
1767.9,34.52047824,3.993034363
1768.3,34.54595936,3.955078125
1768.7,34.54595936,3.870010376
1769.1,34.54595936,3.72505188
1769.5,34.59543677,3.576850891
1769.9,34.61943253,3.444480896
1770.3,34.64343269,3.233337402
1770.7,34.61943253,3.097724915
1771.1,34.59543677,2.949523926
1771.5,34.56994608,2.883338928
1771.9,34.56994608,2.627944946
1772.3,34.54595936,2.552223206
1772.7,34.54595936,2.344322205
1773.1,34.54595936,2.189826965
1773.5,34.54595936,2.192878723
1773.9,34.56994608,2.05745697
1774.3,34.61943253,2.003860474
1774.7,34.6689377,1.899719238
1775.1,34.6689377,1.833534241
1775.5,34.69294698,1.798820496
1775.9,34.7184617,1.72958374
1776.3,34.74248015,1.710510254
1776.7,34.76800465,1.694869995
1777.1,34.79203233,1.682281494
1777.5,34.79203233,1.682281494
1777.9,34.79203233,1.688575745
1778.3,34.81756665,1.713752747
1778.7,34.81756665,1.735877991
1779.1,34.81756665,1.786231995
1779.5,34.79203233,1.871299744
1779.9,34.76800465,1.975440979
1780.3,34.76800465,2.054214478
1780.7,34.74248015,2.129936218
1781.1,34.69294698,2.359962463
1781.5,34.6689377,2.394676209
1781.9,34.6689377,2.561759949
1782.3,34.6689377,2.590179443
1782.7,34.6689377,2.899169922
1783.1,34.6689377,2.899169922
1783.5,34.69294698,3.163909912
1783.9,34.69294698,3.182792664
1784.3,34.69294698,3.2995224
1784.7,34.69294698,3.491783142
1785.1,34.74248015,3.712463379
1785.5,34.76800465,3.753471375
1785.9,34.76800465,4.002380371
1786.3,34.79203233,3.914260864
1786.7,34.79203233,4.15058136
1787.1,34.81756665,4.279899597
1787.5,34.81756665,4.374504089
1787.9,34.81756665,4.443740845
1788.3,34.84160361,4.481697083
1788.7,34.81756665,4.557228088
1789.1,34.81756665,4.677009583
1789.5,34.81756665,4.781150818
1789.9,34.81756665,4.888343811
1790.3,34.84160361,4.923057556
1790.7,34.81756665,4.951286316
1791.1,34.81756665,5.008125305
1791.5,34.79203233,5.008125305
1791.9,34.76800465,5.004882813
1792.3,34.76800465,5.008125305
1792.7,34.76800465,5.008125305
1793.1,34.76800465,5.008125305
1793.5,34.7184617,4.989242554
1793.9,34.7184617,4.986000061
1794.3,34.6689377,4.90398407
1794.7,34.64343269,4.872512817
1795.1,34.64343269,4.80632782
1795.5,34.64343269,4.740142822
1795.9,34.61943253,4.667663574
1796.3,34.61943253,4.525756836
1796.7,34.61943253,4.481697083
1797.1,34.64343269,4.282951355
1797.5,34.6689377,4.194831848
1797.9,34.7184617,4.018211365
1798.3,34.74248015,4.008674622
1798.7,34.76800465,3.781700134
1799.1,34.76800465,3.743934631
1799.5,34.79203233,3.50112915
1799.9,34.81756665,3.372001648
1800.3,34.79203233,3.296279907
1800.7,34.81756665,3.220558167
1801.1,34.79203233,3.100776672
1801.5,34.84160361,2.883338928
1801.9,34.86714783,2.738380432
1802.3,34.91674829,2.637481689
1802.7,34.96636815,2.520751953
1803.1,35.01600752,2.353668213
1803.5,35.04008215,2.192878723
1803.9,35.0897507,2.142524719
1804.3,35.13943904,1.972198486
1804.7,35.18914728,1.928138733
1805.1,35.23887555,1.884078979
1805.5,35.28862395,1.779937744
1805.9,35.31425981,1.742172241
1806.3,35.3383926,1.694869995
1806.7,35.36403894,1.685333252
1807.1,35.38818162,1.691627502
1807.5,35.41383849,1.720046997
1807.9,35.46365858,1.745223999
1808.3,35.48782121,1.830482483
1808.7,35.51349933,1.880836487
1809.1,35.56336084,1.947021484
1809.5,35.58754364,2.041625977
1809.9,35.61324324,2.139282227
1810.3,35.66314665,2.22454071
1810.7,35.66314665,2.356910706
1811.1,35.68734983,2.460861206
1811.5,35.71307117,2.539634705
1811.9,35.68734983,2.675247192
1812.3,35.68734983,2.939987183
1812.7,35.68734983,3.195381165
1813.1,35.66314665,3.422355652
1813.5,35.66314665,3.592681885
1813.9,35.66314665,3.598976135
1814.3,35.66314665,3.706169128
1814.7,35.66314665,3.879547119
1815.1,35.66314665,4.096984863
1815.5,35.6374362,4.2137146
1815.9,35.6374362,4.229354858
1816.3,35.61324324,4.383850098
1816.7,35.58754364,4.446983337
1817.1,35.58754364,4.459571838
1817.5,35.56336084,4.516220093
1817.9,35.53767201,4.692840576
1818.3,35.53767201,4.80632782
1818.7,35.56336084,4.803085327
1819.1,35.56336084,4.885101318
1819.5,35.58754364,4.979705811
1819.9,35.58754364,5.001831055
1820.3,35.6374362,5.004882813
1820.7,35.6374362,5.004882813
1821.1,35.6374362,4.995536804
1821.5,35.66314665,4.960823059
1821.9,35.66314665,4.926109314
1822.3,35.68734983,4.862976074
1822.7,35.68734983,4.818916321
1823.1,35.68734983,4.759025574
1823.5,35.66314665,4.648780823
1823.9,35.66314665,4.598236084
1824.3,35.6374362,4.525756836
1824.7,35.6374362,4.462623596
1825.1,35.61324324,4.383850098
1825.5,35.58754364,4.292488098
1825.9,35.58754364,3.98979187
1826.3,35.56336084,3.844833374
1826.7,35.53767201,3.753471375
1827.1,35.51349933,3.510665894
1827.5,35.48782121,3.523254395
1827.9,35.48782121,3.444480896
1828.3,35.46365858,3.23638916
1828.7,35.46365858,3.189086914
1829.1,35.46365858,3.088188171
1829.5,35.43799112,2.924346924
1829.9,35.41383849,2.877044678
1830.3,35.38818162,2.801322937
1830.7,35.36403894,2.732086182
1831.1,35.3383926,2.624893188
1831.5,35.31425981,2.634239197
1831.9,35.28862395,2.429389954
1832.3,35.23887555,2.309608459
1832.7,35.18914728,2.192878723
1833.1,35.16504382,2.15511322
1833.5,35.13943904,2.035331726
1833.9,35.11534524,1.906013489
1834.3,35.06566651,1.805114746
1834.7,35.06566651,1.767349243
1835.1,35.04008215,1.72958374
1835.5,35.01600752,1.701164246
1835.9,34.99043328,1.679039001
1836.3,34.99043328,1.675987244
1836.7,34.96636815,1.685333252
1837.1,34.96636815,1.694869995
1837.5,34.99043328,1.720046997
1837.9,34.96636815,1.76410675
1838.3,34.99043328,1.843070984
1838.7,34.99043328,1.89037323
1839.1,34.99043328,1.940727234
1839.5,34.96636815,1.991081238
1839.9,34.99043328,2.035331726
1840.3,34.96636815,2.079391479
1840.7,34.96636815,2.095222473
1841.1,34.96636815,2.211761475
1841.5,34.94080398,2.306365967
1841.9,34.91674829,2.41355896
1842.3,34.89119412,2.555465698
1842.7,34.89119412,2.561759949
1843.1,34.89119412,2.905464172
1843.5,34.86714783,2.990531921
1843.9,34.86714783,2.990531921
1844.3,34.84160361,3.163909912
1844.7,34.84160361,3.255271912
1845.1,34.81756665,3.32775116
1845.5,34.81756665,3.463363647
1845.9,34.79203233,3.567314148
1846.3,34.79203233,3.649330139
1846.7,34.79203233,3.835296631
1847.1,34.79203233,3.898429871
1847.5,34.76800465,3.986740112
1847.9,34.76800465,4.295539856
1848.3,34.74248015,4.456329346
1848.7,34.79203233,4.54788208
1849.1,34.81756665,4.636001587
1849.5,34.86714783,4.749488831
1849.9,34.89119412,4.781150818
1850.3,34.91674829,4.872512817
1850.7,34.94080398,4.919815063
1851.1,34.96636815,4.97341156
1851.5,34.96636815,4.986000061
1851.9,34.96636815,4.995536804
1852.3,34.96636815,5.004882813
1852.7,34.99043328,5.008125305
1853.1,34.99043328,5.008125305
1853.5,34.96636815,5.008125305
1853.9,34.91674829,5.008125305
1854.3,34.89119412,5.008125305
1854.7,34.84160361,5.008125305
1855.1,34.79203233,4.998588562
1855.5,34.76800465,4.963874817
1855.9,34.74248015,4.926109314
1856.3,34.74248015,4.913520813
1856.7,34.7184617,4.844093323
1857.1,34.69294698,4.822158813
1857.5,34.69294698,4.582595825
1857.9,34.69294698,4.424858093
1858.3,34.69294698,4.468917847
1858.7,34.6689377,4.459571838
1859.1,34.64343269,4.314613342
1859.5,34.59543677,4.128456116
1859.9,34.56994608,3.952026367
1860.3,34.54595936,3.870010376
1860.7,34.52047824,3.693580627
1861.1,34.52047824,3.589439392
1861.5,34.52047824,3.529548645
1861.9,34.54595936,3.447532654
1862.3,34.54595936,3.280448914
1862.7,34.56994608,3.07559967
1863.1,34.59543677,3.015708923
1863.5,34.64343269,2.914810181
